state,cluster,county,total_pop,fips,white,black,asian,hispanic,area_land,lon,lat,votes_gop,votes_dem,total_votes,median_income,pop25,no_hs,some_hs,hs,some_college,associates,bachelors,graduate,never,rarely,sometimes,frequently,always,pop_density,per_white,per_black,per_asian,per_hispanic,per_total_votes,per_votes_gop,per_votes_dem,education,mask,per_gop
Florida,8,Wakulla,33739,12129,26705,4593,219,1324,1570.616088,-84.39895154842543,30.165489528268893,10507.0,4348.0,15344.0,62778.0,22983,588,2185,8253,5851,1881,2813,1412,0.032,0.092,0.172,0.275,0.429,21.481379350292254,0.7915172352470434,0.1361332582471324,0.006491004475532766,0.03924241975162275,0.45478526334509023,0.6847627737226277,0.28336809176225236,2.884958447548188,2.9770000000000003,0.7073039380679905
Florida,9,Calhoun-Franklin-Gulf-Holmes-Jackson-Liberty-Washington,139727,12013-12037-12045-12059-12063-12077-12133,104786,23524,808,6300,11611.355924,-85.22865653364241,30.40367047026605,46965.0,14836.0,63291.0,39328.93541692014,104503,5858,14432,40990,22779,6705,8794,4945,0.08143137689923924,0.09007452389301995,0.12399231358291526,0.1892531507868916,0.5158221531987376,12.033650584355303,0.7499337994804154,0.16835686731984512,0.005782704845878034,0.0450879214468213,0.4529618470302805,0.7420486325069915,0.23440931570049453,2.5378123116082794,2.969107216214476,0.7599391595605249
Florida,10,Baker-Nassau,117835,12003-12089,100222,9194,1014,4995,3195.8136219999997,-82.03143997152955,30.477679506862433,44515.0,12961.0,59171.0,65174.558620104384,77579,2432,5537,27263,16366,6856,12015,7110,0.08925633300801969,0.07148733398396064,0.15518033691178343,0.22101688802138586,0.4630591080748504,36.87167461482208,0.8505282810709891,0.0780243560911444,0.008605253108159714,0.042389782322739426,0.5021513132770399,0.7523110983420933,0.21904311233543458,3.084855437682878,2.8971351041710864,0.77449718143225
Florida,11,Orange,1393452,12095,548552,282303,76169,455295,2337.5660329999996,-81.31946046990755,28.511885034037217,195091.0,329579.0,545800.0,54335.0,879992,40280,61025,216036,167516,97567,196676,100892,0.02,0.02,0.07200000000000001,0.16399999999999998,0.7240000000000001,596.1123580375024,0.3936640802840715,0.20259255431834036,0.05466209097981129,0.3267389188863341,0.3916891288684504,0.3574404543788934,0.6038457310370099,3.3803091391739923,3.5520000000000005,0.3718356300150571
Florida,12,Martin,161000,12085,125144,8307,2289,22844,1408.3970259999999,-80.43109783973992,27.07720709764028,53182.0,30158.0,85741.0,57959.0,121310,5031,6434,30512,27105,12147,25129,14952,0.027000000000000007,0.018000000000000002,0.066,0.16899999999999998,0.7190000000000001,114.31435669617781,0.7772919254658385,0.05159627329192547,0.014217391304347826,0.14188819875776398,0.5325527950310559,0.6202633512555253,0.35173370966048917,3.4021762426840327,3.5330000000000004,0.6381329493640508
Florida,13,St. Lucie,328297,12111,183442,66494,6224,65310,1480.655751,-80.47106649338133,27.377639081490845,70248.0,66812.0,140731.0,49373.0,220556,12379,18230,74301,47647,23169,29173,15657,0.077,0.022,0.08,0.173,0.648,221.72405691078154,0.5587684322427559,0.20254221025473884,0.018958443117055593,0.19893571979031183,0.42866977157878383,0.4991650737932652,0.47474969978185333,2.9119860715645913,3.293,0.512534656354881
Florida,14,Osceola,375751,12097,113104,36400,10011,209797,3438.7559229999997,-81.15036819486316,28.062671058102037,50252.0,85287.0,139981.0,50063.0,222545,11247,18216,71032,52074,24246,31888,13842,0.024999999999999998,0.022,0.058,0.17600000000000002,0.72,109.26945919214634,0.3010078482825062,0.09687266301353822,0.026642643665618988,0.558340496765145,0.3725366000356619,0.3589915774283653,0.6092755445381873,2.947619582556337,3.546,0.37075675635794864
Florida,15,St. Johns,264672,12109,216843,13834,8411,19759,1555.841585,-81.43589966875575,29.900965059941594,88633.0,43037.0,136392.0,77323.0,166672,2854,6170,35717,33817,15258,45921,26935,0.047,0.071,0.097,0.223,0.561,170.11500563535844,0.8192895357272397,0.052268468141699914,0.03177895659533309,0.0746546669084754,0.5153246282190788,0.6498401665786849,0.3155390345474808,3.7876907938945954,3.1780000000000004,0.6731449836712995
Florida,16,Seminole,471826,12117,277730,54202,22711,105946,801.344504,-81.24475191862537,28.71570166218842,109265.0,105611.0,224377.0,63760.0,318981,6266,11941,69293,63852,45621,81835,40173,0.037000000000000005,0.039,0.066,0.14100000000000001,0.7170000000000001,588.7929568928571,0.5886280111736106,0.11487709452213316,0.048134269836761855,0.22454464145680822,0.47555030880027804,0.4869705896771951,0.4706854980679838,3.682915283355435,3.4620000000000006,0.5085025782311658
Florida,17,Duval,957755,12031,498343,283907,46542,100736,1975.993782,-81.66976467832562,30.332258745367113,210061.0,203627.0,428734.0,53473.0,628707,19370,46354,175335,140904,63464,122437,60843,0.049,0.041999999999999996,0.086,0.194,0.629,484.69535113142376,0.5203240912341883,0.2964296714713053,0.04859489117780643,0.10517929950770291,0.447644752572422,0.4899564765099106,0.4749495024887226,3.2619884938453048,3.3120000000000003,0.5077763918702017
Florida,18,Gadsden,45660,12039,14840,25024,261,4994,1337.1944349999999,-84.6191582538033,30.57796288810594,6721.0,14994.0,22079.0,40922.0,32128,2118,4520,11756,6371,2001,3441,1921,0.06,0.033,0.10399999999999998,0.227,0.575,34.14611877292176,0.3250109505037232,0.5480508103372755,0.005716162943495401,0.10937363118703461,0.48355234340779674,0.30440690248652563,0.6791068436070474,2.6108067729083664,3.222,0.30950955560672344
Florida,19,Hamilton-Madison,32921,12047-12079,17992,11592,184,2461,3134.691052,-83.25154256652691,30.466372305907132,8288.0,5425.0,13954.0,35103.17004343732,23583,1443,3572,9588,4200,1983,1858,939,0.13638953859238784,0.07886434190941952,0.18612873242003583,0.24778433218918017,0.350956532304608,10.502151393514744,0.5465204580662799,0.3521156708483946,0.005589137632514201,0.07475471583487743,0.4238631876309954,0.593951555109646,0.38877741149491185,2.4680490183606834,2.5983009325354636,0.6043899948953547
Florida,20,Hendry,42022,12051,13166,4417,336,23259,2994.619283,-81.16469006379275,26.55386944879669,6192.0,4610.0,11106.0,40728.0,25285,4905,3759,8806,4079,1657,1175,904,0.046,0.042,0.112,0.15,0.65,14.032501640042367,0.31331207462757604,0.10511160820522583,0.007995811717671697,0.553495787920613,0.2642901337394698,0.5575364667747164,0.4150909418332433,2.038164919912992,3.316,0.5732271801518237
Florida,21,Leon,293582,12073,164198,92148,10483,19613,1727.086019,-84.27491122059152,30.45955782344016,53777.0,91936.0,151925.0,51201.0,170031,3594,7225,32510,32708,16269,43915,33810,0.051,0.022,0.071,0.156,0.7,169.9869009245914,0.5592917821937312,0.3138748288382803,0.03570723000728927,0.06680586684469757,0.5174874481405536,0.35397070923152874,0.6051406944215896,3.86917679717228,3.4319999999999995,0.3690610995587216
Florida,22,Escambia,318316,12033,203840,72465,10301,18894,1701.544502,-87.3729414687113,30.67635073281966,88370.0,57114.0,151609.0,49286.0,208585,5065,14042,56941,48670,28703,36293,18871,0.019,0.052000000000000005,0.095,0.31,0.524,187.07474275627263,0.6403699468452733,0.22765113911961699,0.03236092436446801,0.05935611153696327,0.4762845725631134,0.5828809635311888,0.3767190602141034,3.2765395402353956,3.268,0.607420747298672
Florida,23,Hillsborough,1471968,12057,701596,235544,63405,436896,2646.574869,-82.32013197197212,27.92765637861489,265928.0,306422.0,595072.0,56137.0,935758,44264,64305,254006,179425,88177,194532,111049,0.023000000000000003,0.031,0.069,0.155,0.722,556.1784845921168,0.47663807908867584,0.16001978303876171,0.04307498532576795,0.29681080023478773,0.40426965803604425,0.44688373843837387,0.5149326468057647,3.3152310747009377,3.522,0.4646247925220582
Florida,24,Broward,1952778,12011,680536,555237,72644,606982,3116.026236,-80.48724950449204,26.15184937355238,258521.0,546956.0,822837.0,57333.0,1344708,65021,85104,368264,264965,131894,269898,159562,0.026,0.023,0.043,0.117,0.7909999999999999,626.6885616812887,0.3484963472550387,0.2843318595354925,0.03720033716070132,0.3108300073024174,0.4213674058187874,0.314182517315094,0.6647197440076225,3.30998625723949,3.6239999999999997,0.3209539192304684
Florida,25,Alachua,269043,12001,163036,53858,16261,28222,2266.3249539999997,-82.35696169863702,29.676546454463786,46584.0,75370.0,127827.0,49078.0,159261,4556,7556,34631,27996,16798,34587,33137,0.001,0.024,0.053,0.17,0.7509999999999999,118.7133378755534,0.605984916909193,0.20018361377177626,0.060440152689347056,0.104897730102623,0.47511736042193997,0.36443004998943884,0.589625040093251,3.765862326621081,3.6439999999999997,0.38198009085392853
Florida,26,Lee,770577,12071,510000,62344,12870,173497,2025.4134179999999,-81.88399312750133,26.584103483785395,191141.0,124725.0,325797.0,54691.0,537841,27692,36833,165834,109194,48774,93362,56152,0.052,0.049999999999999996,0.073,0.17600000000000005,0.648,380.4541794538462,0.6618417108218906,0.08090560709701951,0.016701770231917122,0.22515206137738344,0.42279616443262646,0.586687415783448,0.3828304128030645,3.151304939563923,3.3160000000000003,0.6051331893904377
Florida,27,Miami-Dade,2716940,12086,350675,417130,40914,1886364,4917.746437,-80.55170586866389,25.611236200121105,333666.0,623006.0,978670.0,48982.0,1922868,191214,164661,533542,299619,179835,350986,203011,0.032,0.023,0.06,0.128,0.7559999999999999,552.4766343295711,0.1290698359183493,0.15352933815248038,0.015058852974301972,0.6942972608890885,0.3602103837405316,0.34093821206331043,0.6365843440587736,3.0282567498132997,3.5509999999999997,0.3487778465346535
Florida,28,Pinellas,974996,12103,717761,102032,33899,99408,709.00665,-82.72239666116022,27.931303492390114,238746.0,233327.0,491520.0,51454.0,732552,20625,44494,207182,161031,72410,147743,79067,0.025,0.019,0.07400000000000001,0.133,0.75,1375.1577647402883,0.7361681483821472,0.10464863445593622,0.03476834776758059,0.10195734136345175,0.5041251451288006,0.48572998046875,0.47470499674479166,3.337248413764484,3.566,0.5057395784126607
Florida,29,Jefferson,14246,12065,8601,4700,100,595,1549.012956,-83.89442754711673,30.436671141597575,3930.0,3537.0,7641.0,48173.0,10910,583,1373,3632,2040,878,1460,944,0.019,0.017,0.099,0.183,0.682,9.19682430338562,0.6037484206092938,0.32991716973185453,0.007019514249613927,0.041766109785202864,0.5363610838130002,0.514330585001963,0.4628975265017668,2.8627864344637945,3.492,0.5263157894736842
Florida,30,Clay,219252,12019,157209,25430,6538,22855,1566.375291,-81.85609863643695,29.983187501175184,74898.0,27768.0,106363.0,62653.0,141027,3816,8719,44514,34237,15798,23289,10654,0.055,0.067,0.14999999999999997,0.209,0.52,139.9741181182869,0.7170242460730119,0.11598525897141189,0.02981956835057377,0.10424078229617062,0.48511758159560686,0.7041734437727405,0.26106822861333356,3.1484680238535883,3.074,0.7295307112383846
Georgia,0,Calhoun-Clay-Dooly-Dougherty-Macon-Quitman-Randolph-Stewart-Sumter-Terrell,177069,13037-13061-13093-13095-13193-13239-13243-13259-13261-13273,53798,110065,1718,9080,8947.259362,-84.42936073207584,31.913119858878094,24900.0,40729.0,66486.0,35626.84093771355,120541,8074,16906,39365,26650,9085,11660,8801,0.04226381805962647,0.04542290858365948,0.0556607311274136,0.1784324133529867,0.6781911401769932,19.790305928990012,0.30382506254623903,0.6215938419486189,0.009702432385115407,0.05127944473623277,0.3754807447944022,0.37451493547513764,0.6125951328099148,2.6798516687268235,3.40480617160542,0.37940544576330587
Georgia,1,Banks-Bartow-Catoosa-Chattooga-Cherokee-Dade-Dawson-Fannin-Floyd-Franklin-Gilmer-Gordon-Habersham-Haralson-Jackson-Lumpkin-Madison-Murray-Pickens-Polk-Rabun-Stephens-Towns-Union-Walker-White,1264761,13011-13015-13047-13055-13057-13083-13085-13111-13115-13119-13123-13129-13137-13143-13157-13187-13195-13213-13227-13233-13241-13257-13281-13291-13295-13311,1037415,78175,16042,108421,20691.930647000005,-84.39085024105624,34.49343036491383,379427.0,92337.0,487276.0,55619.50339234053,826365,45952,88554,265507,178969,62955,117628,66800,0.11691656052012989,0.08266434527946387,0.131166621994195,0.19974931153000447,0.4695730790244164,61.12339257155639,0.8202458804469778,0.06181009692740368,0.012683819314479178,0.08572449656496366,0.3852712093431091,0.7786695835624985,0.1894963018905097,2.900939657415307,2.822537839955533,0.8042728991614452
Georgia,2,Barrow-Clarke-Hall-Oconee,456292,13013-13059-13139-13219,285076,62689,14122,86025,2221.093273,-83.65494109614573,34.104707893522765,98362.0,57500.0,162212.0,55469.53055718706,271078,21297,24983,71623,52805,18921,45551,35898,0.05833679968090609,0.06819662847474862,0.09939465956010624,0.2029148089381361,0.5713344481165569,205.43576694719025,0.6247665968283468,0.13738790073023416,0.030949479719127225,0.18853059006075057,0.35550042516634084,0.6063793060932606,0.35447439153700094,3.118921491231306,3.161068166875597,0.6310839075592511
Georgia,3,Appling-Atkinson-Bacon-Berrien-Brantley-Bryan-Camden-Candler-Charlton-Clinch-Coffee-Colquitt-Cook-Echols-Effingham-Evans-Glynn-Irwin-Jeff Davis-Lanier-Lee-Long-McIntosh-Pierce-Tattnall-Telfair-Tift-Toombs-Ware-Wayne-Worth,784594,13001-13003-13005-13019-13025-13029-13039-13043-13049-13065-13069-13071-13075-13101-13103-13109-13127-13155-13161-13173-13177-13183-13191-13229-13267-13271-13277-13279-13299-13305-13321,517619,174665,8372,67372,35926.91375500001,-82.48321947766017,31.44794439815789,195700.0,71240.0,272683.0,46578.083989936196,510752,28643,61630,185509,103591,42353,53647,35379,0.06834977070943699,0.0963001450431688,0.13938616660336428,0.20618904172094102,0.489587081981254,21.838613952494228,0.6597284710308771,0.22261832234251092,0.010670486901505747,0.08586861485048318,0.3475466292120511,0.7176831705680222,0.26125574384908484,2.7280206440699204,2.9519879313377366,0.733123548362928
Georgia,4,Burke-Hancock-Jefferson-McDuffie-Richmond-Taliaferro-Warren-Washington-Wilkes,306974,13033-13141-13163-13189-13245-13265-13301-13303-13317,115079,166527,4040,13814,10446.512291000001,-82.51743133053216,33.252785979990705,46309.0,71529.0,120197.0,39651.58354127711,203799,10734,26777,70297,43369,15616,22676,14330,0.082663375399871,0.06509922664460183,0.10783109644465004,0.18260470267840273,0.5613280440688788,29.385309799948043,0.37488191182315117,0.5424791676168014,0.013160723709499828,0.04500055379282936,0.39155433359177,0.38527583883125205,0.5950980473722306,2.744380492544124,3.0738877038446253,0.392988679373377
Georgia,5,Baldwin-Ben Hill-Bibb-Bleckley-Bulloch-Chattahoochee-Crisp-Dodge-Emanuel-Harris-Houston-Jenkins-Johnson-Laurens-Marion-Meriwether-Montgomery-Muscogee-Peach-Pulaski-Schley-Screven-Spalding-Talbot-Taylor-Treutlen-Troup-Turner-Twiggs-Webster-Wheeler-Wilcox-Wilkinson,1136994,13009-13017-13021-13023-13031-13053-13081-13091-13107-13145-13153-13165-13167-13175-13197-13199-13209-13215-13225-13235-13249-13251-13255-13263-13269-13283-13285-13287-13289-13307-13309-13315-13319,589183,443093,21138,58258,30397.571504999993,-83.38688178887725,32.50909193826852,228213.0,182097.0,420377.0,44326.576828901474,733787,32145,76276,244569,164767,58796,94623,62611,0.07413378610617119,0.06701935718218391,0.13012985380749592,0.21629006221668717,0.5123310474813412,37.40410643702178,0.5181935876530571,0.3897056624749119,0.01859112712995847,0.05123861691442523,0.3697266652242668,0.5428769889884556,0.43317545917117256,2.9213927202308025,3.025473441372602,0.5561965343277034
Georgia,6,Chatham-Liberty,350865,13051-13179,161593,142905,9449,27112,2459.4362730000003,-81.325535767694,31.90641670673905,49774.0,68529.0,122095.0,53343.54208883759,227718,6460,16743,58120,57819,18252,43359,26965,0.030097316631752958,0.05033065424023485,0.13034252490274037,0.16798046257107435,0.6222490416541975,142.66074053304,0.4605560543228877,0.40729340344576975,0.026930585837857866,0.07727188519801063,0.34798284240377353,0.4076661615954789,0.5612760555305295,3.328823369254956,3.3039532583757287,0.4207332020320702
Georgia,7,Carroll-Coweta-Douglas-Fayette-Heard-Paulding,709855,13045-13077-13097-13113-13149-13223,438730,184877,14326,55279,5031.623639,-84.88974093380777,33.536110743253566,180349.0,101967.0,291618.0,66660.67897387495,441327,15532,33334,131309,99532,33879,82520,45221,0.08895825062864952,0.07279645561417472,0.13243717378901326,0.20481719083474795,0.500970603855717,141.07871552592488,0.6180558001281952,0.26044332997584013,0.020181586380317106,0.07787365025251636,0.41081347599157575,0.6184426201400463,0.3496594860399564,3.2039508119829514,2.9560047911193132,0.6388196205670242
Georgia,8,Clayton,292256,13063,26584,205908,14249,39194,366.930141,-84.35593537237429,33.541899485803405,11740.0,75908.0,89236.0,45778.0,172122,10775,15474,56696,41528,14111,22636,10902,0.038,0.054000000000000006,0.125,0.159,0.624,796.4894876270195,0.0909613489543414,0.7045466987846272,0.048755200919741594,0.1341084528632432,0.305335048724406,0.1315612533058407,0.8506432381550048,2.838021868209758,3.277,0.13394487039065353
Georgia,9,Forsyth,244252,13117,168509,9792,37736,23606,581.585477,-84.12315585239324,34.22605934568905,69801.0,23427.0,97314.0,101743.0,142017,4763,5407,23577,24811,10053,48316,25090,0.035,0.048,0.083,0.193,0.6409999999999999,419.9760992312399,0.6898981379886346,0.04008974337978809,0.1544961760804415,0.0966460868283576,0.39841638963038173,0.7172760342807818,0.24073617362352795,3.9384439890998966,3.3569999999999993,0.7487128330544471
Georgia,10,Glascock,2971,13125,2600,249,3,55,372.299246,-82.61297635852695,33.228799324402324,1235.0,138.0,1390.0,41686.0,2062,160,307,869,455,85,157,29,0.156,0.066,0.107,0.13,0.541,7.980139718037464,0.8751262201279031,0.0838101649276338,0.0010097610232245036,0.018512285425782565,0.46785594076068665,0.8884892086330936,0.09928057553956834,2.2837051406401554,2.834,0.8994901675163874
Georgia,11,Butts-Columbia-Crawford-Elbert-Greene-Hart-Jasper-Jones-Lamar-Lincoln-Monroe-Morgan-Oglethorpe-Pike-Putnam-Upson-Walton,551836,13035-13073-13079-13105-13133-13147-13159-13169-13171-13181-13207-13211-13221-13231-13237-13293-13297,385841,116978,10460,26572,13777.855515,-83.47236675292984,33.4315347149535,164222.0,63965.0,234074.0,57502.36523713567,361651,13856,35929,124413,75496,30559,50515,30883,0.08087462035822238,0.07977221312128965,0.13466867148935555,0.19761346486999762,0.5073039381265448,40.05238691893773,0.6991950507034699,0.2119796461267478,0.01895490689262752,0.04815198718459832,0.4241731238991295,0.7015815511334023,0.27326828267983627,2.962391919281296,2.971165703216173,0.7196816645996486
Georgia,12,Cobb-DeKalb-Fulton-Gwinnett,3519625,13067-13089-13121-13135,1364007,1342506,286640,446275,4052.74647,-84.3252273330204,33.86720611629283,456968.0,845485.0,1353399.0,66630.9664813723,2260113,98119,123417,453675,413298,162423,618495,390686,0.03362504613417623,0.0418699313137053,0.08968292758461484,0.18931726419718012,0.6455050705685975,868.454275650754,0.38754327520687576,0.381434385765529,0.08144049437084917,0.12679617857016018,0.3845293177540221,0.3376447004911338,0.6247122984426617,3.697577952960759,3.371207861348865,0.35085181576609675
Georgia,13,Henry-Newton-Rockdale,437201,13151-13217-13247,169160,213649,10647,33304,1870.516389,-84.0105999738919,33.527907057625455,80011.0,95044.0,179413.0,62295.10556700465,268308,9388,20693,85498,60678,23115,43437,25499,0.09134399738335457,0.06139363816642689,0.10416857006274002,0.19492198096527685,0.5489162238878685,233.7327823327615,0.3869158579234723,0.48867454557514733,0.02435264329221571,0.07617548907710642,0.41036731388994996,0.4459598802762342,0.5297497951653448,3.1171713105833594,3.050161616739212,0.4570620662077633
Georgia,14,Baker-Brooks-Decatur-Early-Grady-Lowndes-Miller-Mitchell-Seminole-Thomas,277250,13007-13027-13087-13099-13131-13185-13201-13205-13253-13275,148372,103596,3686,16343,11585.544697000001,-84.21545539750781,31.01311847362102,60098.0,39480.0,101432.0,39737.44729666366,178215,9405,21772,59801,37315,14611,20863,14448,0.07835577637511269,0.09861652660054106,0.13615079170423805,0.20878242741208294,0.4784814643823264,23.930683213521416,0.5351559963931469,0.37365554553651936,0.013294860234445446,0.05894679891794409,0.3658503155996393,0.5924954649420301,0.38922627967505324,2.8211205566310356,2.9111912497745713,0.6035268834481512
Georgia,15,Whitfield,104628,13313,59792,3775,1519,38014,752.229662,-84.96093475784834,34.809874593178144,21514.0,7925.0,30362.0,46970.0,66692,9453,10956,19304,13158,3330,6864,3627,0.185,0.068,0.203,0.142,0.403,139.09050026267113,0.5714722636387966,0.03608020797492067,0.014518102228848874,0.3633253048897045,0.2901900064992163,0.7085830972926684,0.26101706079968384,2.375697235050681,2.512,0.7307992798668433
Hawaii,0,Hawaii-Kauai-Maui,441223,15001-15007-15009,132394,3019,108720,53582,15047.479055000002,-156.16536858027973,20.11380972732936,38519.0,91193.0,143142.0,69201.99621506585,307591,9630,14425,95094,68462,32678,58734,28568,0.017468055835711194,0.024126668374042152,0.033921359493952044,0.11970614405867328,0.8047777722376213,29.32205443764281,0.3000614201888841,0.006842345027344449,0.24640601237922774,0.12143972549028496,0.3244209844001786,0.26909642173506026,0.6370806611616436,3.2698908615661706,3.670198908488451,0.2969578759097077
Hawaii,1,Honolulu,974563,15003,174205,24761,407182,97281,1555.4535369999999,-157.9712181836087,21.458031657597036,90296.0,175634.0,285683.0,82906.0,680707,27765,28867,178520,139382,72496,153306,80371,0.011,0.012,0.027000000000000003,0.151,0.7979999999999999,626.5458766962835,0.17875191239560706,0.025407285111378124,0.41780982861036176,0.09982012450708677,0.29313959179652826,0.31607060973176565,0.6147863191019417,3.4417054621151246,3.7109999999999994,0.3395480013537397
Hawaii,2,Kalawao,86,15005,23,0,7,1,31.057603000000004,-156.9583591678346,21.17882514945581,0.5,0.5,0.5,61875.0,69,3,6,19,12,12,13,4,0.026,0.013,0.032,0.08,0.85,2.769048210191881,0.26744186046511625,0.0,0.08139534883720931,0.011627906976744186,0.005813953488372093,1.0,1.0,3.1449275362318843,3.717,0.5
Idaho,0,Cassia-Elmore-Gooding-Jerome-Lincoln-Minidoka-Owyhee-Power-Twin Falls,223919,16031-16039-16047-16053-16063-16067-16073-16077-16083,158758,1779,2719,54759,51591.485717,-115.02513862287564,42.70086315514825,54707.0,15558.0,79744.0,49342.65536644948,135697,10212,11810,40938,35330,13965,16045,7397,0.16355180221419352,0.19267490923057,0.09669957886557193,0.1673887700463114,0.3801772248000393,4.340231665904827,0.7089974499707483,0.007944837195593048,0.012142783774489883,0.24454825182320392,0.3561287787101586,0.686032804975923,0.19509931781701445,2.801410495442051,2.408949276300805,0.778581085889134
Idaho,1,Ada-Canyon,711436,16001-16027,566761,7482,14767,99992,4245.125202,-116.40952465999996,43.512827986957035,140503.0,92359.0,267594.0,58615.8527625816,428150,13164,21322,110127,108741,38415,92133,44248,0.11638461224902871,0.08349231835330233,0.11178466931670594,0.2088615673089357,0.47915375522183307,167.58893228044772,0.7966436896642847,0.010516757656345757,0.02075661057354421,0.1405495364305433,0.3761322170933155,0.525060352623751,0.34514600476841784,3.381086067966834,2.8502613798008536,0.6033745308380071
Idaho,2,Adams-Bannock-Bear Lake-Benewah-Bingham-Blaine-Boise-Bonner-Bonneville-Boundary-Butte-Camas-Caribou-Clearwater-Custer-Franklin-Fremont-Gem-Idaho-Jefferson-Kootenai-Latah-Lemhi-Lewis-Madison-Nez Perce-Oneida-Payette-Shoshone-Teton-Valley-Washington,850865,16003-16005-16007-16009-16011-16013-16015-16017-16019-16021-16023-16025-16029-16035-16037-16041-16043-16045-16049-16051-16055-16057-16059-16061-16065-16069-16071-16075-16079-16081-16085-16087,732325,4317,8286,74363,153646.652262,-114.52406346784521,44.905259162228255,211786.0,81716.0,340614.0,51009.12275860448,524827,14600,31351,150655,142943,51924,90407,42947,0.09446025162628618,0.14285177672133653,0.16128744042827003,0.23730534456112312,0.36415638438530207,5.537803703975896,0.8606829520546738,0.0050736603338955065,0.009738325116205274,0.08739694311083426,0.40031497358570395,0.6217771436288585,0.23990793097171578,3.1989646111956893,2.633968228802454,0.7215828171528644
Idaho,3,Clark,845,16033,433,6,6,376,4566.524478,-112.35057043742069,44.28496070832862,203.0,44.0,283.0,35341.0,592,197,35,140,99,29,63,29,0.119,0.228,0.196,0.239,0.218,0.18504225786392467,0.5124260355029586,0.007100591715976331,0.007100591715976331,0.44497041420118344,0.3349112426035503,0.7173144876325088,0.15547703180212014,2.0557432432432434,2.209,0.8218623481781376
Illinois,0,Adams-Bond-Calhoun-Christian-Clark-Clay-Clinton-Coles-Crawford-Cumberland-Douglas-Edgar-Edwards-Effingham-Fayette-Fulton-Greene-Hamilton-Hancock-Jasper-Jersey-Lawrence-Macoupin-Madison-Marion-Mason-Montgomery-Morgan-Moultrie-Pike-Richland-Schuyler-Scott-Shelby-Wabash-Washington-Wayne-White,1038319,17001-17005-17013-17021-17023-17025-17027-17029-17033-17035-17041-17045-17047-17049-17051-17057-17061-17065-17067-17079-17083-17101-17117-17119-17121-17125-17135-17137-17139-17149-17159-17169-17171-17173-17185-17189-17191-17193,945237,42621,7274,25930,52325.49982,-89.31396011729906,39.27769595219021,327794.0,140008.0,492513.0,53036.26390733484,738024,24015,48071,260052,173261,80896,99134,52595,0.08168542422897011,0.0718754997259994,0.1352578966579635,0.21700336505447748,0.49421540297345995,19.843460713644838,0.9103531766249101,0.04104807867331716,0.0070055541697686356,0.024973057412991575,0.47433688490723946,0.6655540056810684,0.284272699400828,3.0118017842238194,2.9702630000991985,0.7007109845618446
Illinois,1,Brown-Cass-Macon-Sangamon,317406,17009-17017-17115-17167,248520,44895,5413,10022,5517.457037,-89.72957833539812,39.85287515339261,81597.0,61034.0,151145.0,56822.52743489411,223507,4814,14889,68837,51329,18498,41559,23581,0.023341553089733652,0.04382935420250405,0.13399081932918724,0.24792297247058973,0.5506679331833676,57.52758886412331,0.7829719665034688,0.14144345097446173,0.017053867916800563,0.03157470243158605,0.4761882258054353,0.5398590757219888,0.40381091005326014,3.265325023377344,3.258251643006118,0.5720846099375311
Illinois,2,De Witt-Ford-Henderson-Henry-Iroquois-Livingston-Logan-Marshall-Menard-Mercer-Piatt-Putnam-Stark-Tazewell-Woodford,412296,17039-17053-17071-17073-17075-17105-17107-17123-17129-17131-17147-17155-17175-17179-17203,381095,7805,2873,14266,21206.776623,-89.19591555364481,40.728843508943925,127521.0,59918.0,199780.0,60371.89082115761,293970,6691,18249,104010,67363,30619,46202,20836,0.04957326774938393,0.07164996507363641,0.11718395764208236,0.210927222189883,0.5507930879756292,19.4417099462839,0.9243237867939539,0.01893057415061024,0.006968294623280362,0.034601354366765626,0.4845547858819877,0.6383071378516368,0.2999199119030934,3.0848726060482363,3.1419718988299667,0.6803333351116897
Illinois,3,Bureau-Carroll-Grundy-Jo Daviess-Kankakee-LaSalle-Lee-Ogle-Rock Island-Stephenson-Whiteside,664044,17011-17015-17063-17085-17091-17099-17103-17141-17161-17177-17195,532815,42978,7754,67801,18918.409772,-89.35510451514585,41.69268494306334,157924.0,123423.0,299447.0,56635.86878128558,466071,15773,31964,159107,117504,46108,62014,33601,0.04271834697700755,0.05235213931606942,0.0928877965917921,0.22769821578088198,0.5843812714217732,35.10041319555366,0.8023790592189675,0.06472161483275204,0.011676937070435092,0.1021031738860678,0.4509445157248616,0.5273854805691826,0.41216976626915613,3.0012551735679756,3.2587474655293924,0.5613139646059848
Illinois,4,Champaign-McLean,381206,17019-17113,275504,42048,31305,21979,5644.468785000001,-88.55105784969915,40.32964020428563,70316.0,85612.0,168191.0,58045.497995834274,226292,3354,6897,52682,44438,18057,57062,43802,0.038244269502578664,0.06475033708808361,0.08494925840621606,0.19604939324144952,0.6160067417616721,67.53620482640333,0.7227168512562762,0.11030256606664113,0.08212095297555652,0.057656490191654905,0.4412076410129956,0.41807231064682415,0.5090165347729665,3.8265824686687995,3.286824000671553,0.45095172130727
