state,cluster,county,total_pop,fips,white,black,asian,hispanic,area,lon,lat,votes_gop,votes_dem,total_votes,median_income,pop25,no_hs,some_hs,hs,some_college,associates,bachelors,graduate,never,rarely,sometimes,frequently,always,pop_density,per_white,per_black,per_asian,per_hispanic,per_total_votes,per_votes_gop,per_votes_dem,per_no_hs,per_some_hs,per_hs,per_some_college,per_associates,per_bachelors,per_graduate,edu,mask,per_gop,gop
Hawaii,1,Kauai,72293.0,15007,21171.0,442.0,21355.0,8213.0,619.956,-159.60077,22.041729,7574.0,16456.0,26335.0,78482.0,50696.0,2365.0,1797.0,15243.0,9683.0,6640.0,10342.0,4626.0,0.0,0.021,0.046,0.108,0.825,116.6098896376509,0.2928499301453806,0.006114008271893544,0.2953951281590195,0.11360712655443819,0.3642814657020735,0.28760204,0.62487185,0.04665062332333912,0.035446583556888116,0.3006746094366419,0.19100126242701593,0.13097680290358213,0.204000315606754,0.09124980274577876,3.3012071958339906,3.737,0.31518933,0
Hawaii,2,Honolulu,974563.0,15003,174205.0,24761.0,407182.0,97281.0,600.743,-157.97572,21.460403,90296.0,175634.0,285683.0,82906.0,680707.0,27765.0,28867.0,178520.0,139382.0,72496.0,153306.0,80371.0,0.011,0.012,0.027,0.151,0.798,1622.2628160339782,0.17875191239560706,0.025407285111378124,0.41780982861036176,0.09982012450708677,0.29313959179652826,0.31607062,0.6147863,0.04078847433624158,0.04240737938643205,0.2622567418874788,0.2047606385713677,0.10650103495336466,0.22521584176451837,0.11806988910059688,3.4417054621151246,3.711,0.339548,0
Hawaii,3,Hawaii,201513.0,15001,60857.0,1423.0,40676.0,25999.0,4028.417,-155.52116,19.601234,17500.0,41258.0,64865.0,59297.0,139689.0,3048.0,7504.0,42529.0,30953.0,14459.0,27344.0,13852.0,0.01,0.032,0.037,0.122,0.799,50.02287508736154,0.3020003672219658,0.007061579153702243,0.20185298218973466,0.12901897148074815,0.3218899028846774,0.2697911,0.6360595,0.021819899920537764,0.05371933366263629,0.3044548962337765,0.22158509259855821,0.10350850818604185,0.19574912842099235,0.09916314097745707,3.3151429246397353,3.6680002,0.29783177,0
Idaho,0,Bingham-Blaine-Butte-Cassia-Clark-Custer-Jefferson-Jerome-Lemhi-Lincoln-Minidoka-Twin Falls,277212.0,16011-16013-16023-16031-16033-16037-16051-16053-16059-16063-16067-16083,207374.0,1352.0,2616.0,57678.0,26353.719,-113.67327,43.68063,69018.0,23204.0,106169.0,51130.74657662727,167502.0,11021.0,12553.0,48215.0,43039.0,17465.0,23895.0,11314.0,0.13788225,0.2013996,0.12961061,0.18376574,0.3476868,10.518894985171684,0.7480700691167771,0.004877133746013881,0.009436820916843426,0.20806458594866023,0.3829884709175649,0.65007675,0.21855721,0.06579622929875464,0.07494238874759704,0.2878473092858593,0.25694618571718547,0.10426741173239723,0.14265501307447076,0.0675454621437356,2.9570930496352283,2.4026651,0.7483898,1
Idaho,1,Benewah-Bonner-Boundary-Clearwater-Idaho-Kootenai-Latah-Lewis-Nez Perce-Shoshone,355638.0,16009-16017-16021-16035-16049-16055-16057-16061-16069-16079,319422.0,1704.0,3476.0,15767.0,20991.049,-115.95117,46.746655,93305.0,39592.0,146518.0,50371.33756516458,232007.0,4275.0,14340.0,68486.0,65269.0,22453.0,38215.0,18969.0,0.08890675,0.089198776,0.14460666,0.24531518,0.43190685,16.942364476971537,0.8981661127326102,0.004791388996676396,0.009773983657539408,0.044334407459270385,0.41198634566609865,0.63681597,0.27021936,0.018426168175960208,0.06180847991655424,0.29518936928627154,0.28132340834543784,0.09677725241048761,0.16471485774136124,0.08176046412392729,3.197403526617731,2.841985,0.7020851,1
Idaho,2,Ada-Canyon,711436.0,16001-16027,566761.0,7482.0,14767.0,99992.0,1639.946,-116.40917,43.51428,140503.0,92359.0,267594.0,58615.8527625816,428150.0,13164.0,21322.0,110127.0,108741.0,38415.0,92133.0,44248.0,0.11638461,0.08349232,0.11178467,0.20886157,0.47915378,433.8167113503371,0.7966436896642847,0.010516757656345757,0.02075661057354421,0.1405495364305433,0.3761322170933155,0.52506036,0.345146,0.030746233796566623,0.049800303631904706,0.2572159289968469,0.25397874576667057,0.08972322784071003,0.21518860212542334,0.10334695784187785,3.3810860679668338,2.8502614,0.60337454,1
Idaho,3,Adams-Boise-Camas-Elmore-Gem-Gooding-Owyhee-Payette-Valley-Washington,131393.0,16003-16015-16025-16039-16045-16047-16073-16075-16085-16087,103360.0,1085.0,1586.0,20988.0,21891.271,-115.89518,43.56613,33725.0,9447.0,47682.0,46832.699047894486,84704.0,4678.0,6706.0,28329.0,22633.0,7784.0,9848.0,4726.0,0.13188525,0.12979087,0.12215951,0.2274785,0.38876343,6.002072565487225,0.7866476905162375,0.008257669738874977,0.0120706582542449,0.15973453684747285,0.3628960446903564,0.70728993,0.19812508,0.055227616169248206,0.07916981488477522,0.3344470154892331,0.2672010766905931,0.09189648658859086,0.1162636947487722,0.055794295428787305,2.8333372686059692,2.611599,0.78117764,1
Idaho,4,Bannock-Bear Lake-Bonneville-Caribou-Franklin-Fremont-Madison-Oneida-Power-Teton,311386.0,16005-16007-16019-16029-16041-16043-16065-16071-16077-16081,261360.0,1961.0,3333.0,35065.0,11767.133,-111.8585,43.02624,70648.0,25075.0,120272.0,52150.67900612102,176903.0,5035.0,9597.0,46703.0,47431.0,18216.0,34557.0,15364.0,0.09610516,0.19357756,0.1786984,0.22969477,0.3021806,26.462351106398714,0.8393440938256698,0.006297649862228873,0.010703756752069778,0.11260943009640767,0.3862472943549164,0.58740187,0.20848577,0.028461925461976338,0.05425006924698846,0.2640034369117539,0.2681186865118172,0.10297168504773803,0.19534434124915914,0.08684985557056692,3.2963205824660973,2.448781,0.7380462,1
Illinois,0,De Witt-LaSalle-Livingston-McLean-Macon-Piatt,451825.0,17039-17099-17105-17113-17115-17147,368991.0,36761.0,11278.0,24873.0,4780.191,-88.789314,40.634525,111024.0,81951.0,206189.0,58986.25300946163,304214.0,7163.0,17522.0,98326.0,67314.0,26822.0,56997.0,30070.0,0.043965988,0.066019274,0.09298841,0.2416699,0.5557363,94.52028334299132,0.8166679577269961,0.08136114646157251,0.024960991534332982,0.05505007469706191,0.456347037016544,0.53845745,0.39745572,0.023545924908123888,0.05759761220719625,0.32321326434680847,0.22127186782988292,0.08816819738736548,0.18735824123807582,0.09884489208254715,3.250373092625586,3.199951,0.5753284,1
Illinois,1,Adams-Brown-Hancock-Henderson-McDonough-Pike-Schuyler-Warren,165222.0,17001-17009-17067-17071-17109-17149-17169-17187,149204.0,6282.0,1908.0,4934.0,4733.873,-90.90119,40.23043,51702.0,21750.0,77264.0,49161.48429385917,115299.0,2765.0,7198.0,40821.0,26758.0,10874.0,16888.0,9995.0,0.12812239,0.08857633,0.15628524,0.19516723,0.43248546,34.90207666406876,0.9030516517170837,0.038021570977230634,0.011548098921451139,0.0298628511941509,0.4676374816913002,0.6691603,0.2815024,0.023981127329812054,0.06242898897648722,0.35404470116826686,0.23207486621739998,0.09431131232708002,0.1464713484071848,0.08668765557376908,3.0964709147520795,2.7165904,0.70388824,1
Illinois,2,Clark-Coles-Crawford-Cumberland-Douglas-Edgar-Edwards-Jasper-Lawrence-Richland-Wabash,190837.0,17023-17029-17033-17035-17041-17045-17047-17079-17101-17159-17185,176309.0,5078.0,1344.0,5369.0,4511.747,-87.97676,39.18028,61322.0,21248.0,86778.0,49276.25805792378,133394.0,5773.0,9663.0,44941.0,29669.0,17735.0,16787.0,8826.0,0.11795131,0.10326048,0.14809404,0.2386115,0.39199337,42.29780548996554,0.9238722050755357,0.02660909572043157,0.007042659442351326,0.02813395725147639,0.45472314069074654,0.7066538,0.24485469,0.043277808597088324,0.07243954000929577,0.3369042085850938,0.22241630058323464,0.1329520068368892,0.1258452404156109,0.06616489497278738,2.971520458191523,2.6832566,0.74266684,1
Illinois,3,Bureau-Logan-Marshall-Putnam-Tazewell-Woodford,248685.0,17011-17107-17123-17155-17179-17203,229284.0,4737.0,2106.0,8748.0,3210.813,-89.40883,40.82077,74769.0,37874.0,120148.0,62229.669039145905,176163.0,3615.0,9935.0,59487.0,40718.0,18696.0,30403.0,13309.0,0.042468574,0.043627255,0.14898022,0.20829429,0.55662966,77.45234646416489,0.9219856444900175,0.01904819349779842,0.008468544544303035,0.035177031184027985,0.483133281058367,0.6223075,0.3152279,0.020520767698097783,0.056396632664066804,0.3376815789921834,0.23113820722853268,0.10612898281705012,0.17258448141777785,0.0755493491822914,3.1659088457848696,3.1929893,0.6637696,1
Illinois,4,Bond-Christian-Clinton-Fayette-Marion-Montgomery-Washington,187134.0,17005-17021-17027-17051-17121-17135-17189,172461.0,6459.0,1071.0,4264.0,4118.845,-89.2672,38.941025,61022.0,20968.0,86360.0,53479.490755287654,135139.0,5049.0,10686.0,50079.0,30881.0,14819.0,15804.0,7821.0,0.07604114,0.06547323,0.09746558,0.24365239,0.5175684,45.4336082661215,0.9215909455256661,0.03451537401006765,0.005723171631023758,0.0227858112368677,0.46148749024763003,0.70660025,0.2427976,0.037361531460200235,0.07907413847963948,0.3705740015835547,0.2285128645320744,0.10965746379653542,0.11694625533709736,0.05787374481089841,2.876364335979991,3.0616353,0.7442615,1
Illinois,5,Clay-Franklin-Gallatin-Hamilton-Hardin-Jefferson-Saline-Wayne-White,159345.0,17025-17055-17059-17065-17069-17081-17165-17191-17193,147650.0,4637.0,1089.0,3173.0,3972.037,-88.52555,38.163086,57438.0,17019.0,77375.0,45696.26401204932,114849.0,4694.0,9592.0,38037.0,30017.0,14033.0,12027.0,6449.0,0.11705113,0.1343604,0.11171211,0.2456327,0.3913694,40.11669468643835,0.926605792462895,0.029100379679312185,0.006834227619316577,0.01991276789356428,0.48558159967366404,0.7423328,0.21995476,0.040871056778900995,0.08351835888862767,0.3311913904343965,0.26136056909507266,0.1221865231739066,0.10472011075412063,0.056151990874974966,2.879241438758718,2.6601603,0.7714251,1
Illinois,6,Alexander-Johnson-Massac-Pope-Pulaski-Union-Williamson,124712.0,17003-17087-17127-17151-17153-17181-17199,108497.0,8494.0,1119.0,3838.0,2218.205,-88.95914,37.429535,41528.0,16071.0,60011.0,46948.35017480275,91311.0,3604.0,7061.0,29315.0,23952.0,9486.0,11243.0,6650.0,0.1007114,0.09362543,0.16075069,0.1949664,0.45019004,56.222033404330816,0.8699804349220605,0.06810892295849638,0.008972673038681121,0.030774905382000128,0.4811966771441401,0.69200647,0.2678009,0.03946950531699357,0.07732912792544162,0.321045657149741,0.26231231724545784,0.10388671682491704,0.12312864824610398,0.07282802729134497,2.9745156662395553,2.800786,0.72098476,1
Illinois,7,Fulton-Henry-Knox-Peoria-Stark,317473.0,17057-17073-17095-17143-17175,245877.0,39270.0,8048.0,16160.0,3312.263,-90.07108,40.903175,70178.0,63076.0,141977.0,52881.82236284661,223296.0,6078.0,16541.0,68333.0,52358.0,22837.0,36087.0,21062.0,0.03976245,0.041208513,0.12856545,0.23558189,0.5543005,95.84776504863372,0.7744816094597021,0.12369555836244342,0.02535018726001896,0.050901966466439665,0.44720968397312527,0.49429134,0.44426915,0.027219475494411005,0.07407656205216394,0.30601981226712527,0.2344780022929206,0.10227232014903984,0.16161059759243337,0.094323230151906,3.1726318429349383,3.2222872,0.52664834,1
Illinois,8,Champaign-Ford-Iroquois-Kankakee-Vermilion,435384.0,17019-17053-17075-17091-17183,313567.0,54846.0,24653.0,31475.0,4174.122,-87.94644,40.527,91100.0,82384.0,184763.0,52172.57145875825,276621.0,7616.0,16601.0,83999.0,61629.0,24679.0,44865.0,37232.0,0.021472977,0.087074235,0.08733424,0.22177763,0.58231115,104.3055264474823,0.720207908421072,0.12597155614354225,0.05662357826654172,0.07229250500707421,0.42436791430093895,0.49306408,0.44589013,0.027532255324071563,0.060013520303953787,0.303660965725668,0.22279219582027396,0.08921593082231645,0.16218942162742525,0.13459571037629103,3.31109713290025,3.2563202,0.5251205,1
Illinois,9,Grundy-Kane-Kendall-McHenry-Will,1710964.0,17063-17089-17093-17111-17197,1110180.0,124439.0,76519.0,371707.0,2698.5151,-88.29295,41.729317,320499.0,336859.0,698361.0,82029.73496227857,1110370.0,57824.0,61029.0,280606.0,246251.0,93307.0,239557.0,131796.0,0.027740465,0.022287747,0.059872396,0.15281433,0.7371799,634.0390597476658,0.6488622788089053,0.07273034382956041,0.044722741098000895,0.21725004149707416,0.40816814380664934,0.45893025,0.48235655,0.052076334915388565,0.054962760161027406,0.25271396021146103,0.2217738231400344,0.08403234957716797,0.2157452020497672,0.11869556994515341,3.352740978232481,3.549195,0.48755625,0
Illinois,10,Boone-DeKalb-Lee-Ogle-Winnebago,525752.0,17007-17037-17103-17141-17201,382411.0,49806.0,11675.0,70163.0,2908.858,-89.119835,42.01463,108175.0,95419.0,217249.0,56854.47463252636,351320.0,13868.0,26003.0,110615.0,84578.0,33422.0,51457.0,31377.0,0.026552325,0.026965769,0.07742487,0.19893843,0.6700538,180.74172621644456,0.7273600480835071,0.0947328778587623,0.02220628737503614,0.1334526544834827,0.41321573669715,0.49793094,0.43921492,0.039473983832403504,0.07401514288967323,0.3148554024820676,0.24074348172606172,0.09513264260503244,0.14646760787885688,0.08931173858590459,3.074695434361835,3.4588459,0.53132707,1
Illinois,11,Macoupin-Madison-Monroe-St. Clair,602215.0,17117-17119-17133-17163,458009.0,101999.0,6910.0,21388.0,2621.2578,-89.95789,38.800083,150582.0,122570.0,288058.0,57112.85180541833,419270.0,10014.0,24801.0,127130.0,102608.0,44264.0,67534.0,42919.0,0.03037381,0.0373235,0.06960641,0.16897999,0.69409,229.74275827742525,0.7605406706907002,0.16937306443711964,0.011474307348704367,0.03551555507584501,0.47833082869075,0.5227489,0.4255046,0.023884370453407112,0.059152813222982804,0.30321749707825507,0.24473012617167936,0.10557397381162496,0.16107520213704773,0.10236601712500298,3.2416461945762878,3.4598362,0.5512755,1
Illinois,12,Cass-Mason-Menard-Morgan-Sangamon,266032.0,17017-17125-17129-17137-17167,218852.0,27928.0,4596.0,8339.0,2666.586,-89.929245,39.90785,70380.0,50857.0,128989.0,58215.59786416672,187991.0,3937.0,11543.0,59153.0,41893.0,15159.0,36062.0,20244.0,0.0400963,0.037161157,0.16548172,0.21577154,0.54075736,99.76502023010462,0.8226529139351657,0.10497985204787394,0.017276117158838034,0.03134585313045047,0.4848627232814098,0.5456279,0.39427394,0.020942491927805056,0.06140187562170529,0.31465868046874584,0.2228457745317595,0.08063683899761159,0.1918283322073929,0.10768600624497981,3.2870616146517655,3.1784687,0.58051586,1
Illinois,13,DuPage-Lake,1619456.0,17043-17097,1031111.0,93432.0,173674.0,290782.0,771.169,-88.03905,42.12373,272963.0,390685.0,706503.0,87649.93267554043,1091906.0,46138.0,43996.0,212805.0,198285.0,75333.0,306561.0,208788.0,0.014301043,0.013440834,0.051698957,0.15568823,0.76387095,2100.001409120326,0.6367020777347455,0.05769344767625672,0.10724218503003478,0.17955535686057542,0.43625945996680365,0.38635787,0.5529842,0.04225455304760666,0.04029284572115182,0.19489315014296102,0.18159530215970973,0.06899220262550072,0.280757684269525,0.19121426203354502,3.801907856537101,3.6393871,0.4113069,0
Illinois,14,Carroll-Jo Daviess-Stephenson-Whiteside,135213.0,17015-17085-17177-17195,116095.0,5629.0,781.0,9957.0,2294.667,-89.93412,42.12231,33983.0,25425.0,63266.0,52151.419708164154,98169.0,2954.0,5360.0,36519.0,24583.0,9535.0,12582.0,6636.0,0.030562468,0.069452584,0.07787763,0.21007214,0.6128504,58.924889955863186,0.858608269914875,0.04163061244111143,0.005776071827413045,0.07363936899558475,0.4678987967133338,0.5371448,0.40187463,0.030090965579765507,0.054599720889486496,0.37200134461999207,0.2504151004899714,0.0971284213957563,0.12816673287901476,0.06759771414601351,2.984781346453565,3.306826,0.5720273,1
Illinois,15,Cook,5150233.0,17031,2162156.0,1184247.0,398201.0,1319283.0,945.326,-87.81742,41.839622,440213.0,1528582.0,2055215.0,62088.0,3587029.0,241902.0,235524.0,837569.0,675501.0,234559.0,811185.0,550789.0,0.023,0.021,0.072,0.162,0.722,5448.102624052175,0.4198171228369668,0.22994047065443446,0.07731708448918719,0.25615986694194226,0.39905281955204747,0.21419317,0.7437577,0.06743798279857788,0.06565990963552289,0.2334993667461289,0.18831768575051944,0.06539088476842535,0.2261439759756612,0.15355019432516437,3.4111962852823323,3.539,0.22359514,0
Illinois,16,Jackson-Perry-Randolph,109448.0,17077-17145-17157,86685.0,13587.0,2235.0,4369.0,1601.342,-89.5381,37.96382,27697.0,17473.0,48247.0,43961.782234485785,74381.0,2526.0,6560.0,23591.0,17357.0,6789.0,9226.0,8332.0,0.04705555,0.06731778,0.13214502,0.29032454,0.4633482,68.3476716383368,0.7920199546816753,0.12414114465316863,0.020420656384767196,0.03991850010964111,0.44082121189971496,0.57406676,0.36215723,0.033960285556795415,0.08819456581653917,0.31716432960030116,0.23335260348744974,0.09127330904397628,0.12403705247307781,0.11201785402186042,3.079966658151947,3.0559742,0.6131725,1
Illinois,17,Effingham-Moultrie-Shelby,70143.0,17049-17139-17173,67395.0,381.0,336.0,1277.0,1573.243,-88.70081,39.34381,26275.0,6826.0,34549.0,55397.345494204696,48765.0,1922.0,2463.0,18758.0,10128.0,5701.0,6730.0,3063.0,0.07324376,0.064496055,0.19960561,0.23828363,0.4240625,44.58497392187947,0.9608228903810786,0.005431760831444335,0.004790214276549335,0.018205665568909228,0.4925509316681636,0.7605141,0.19757447,0.039413513790628525,0.050507536142725316,0.384661129908746,0.20768994155644416,0.11690761816876859,0.13800881779965138,0.062811442633036,2.977442838101097,2.874808,0.79378265,1
Illinois,18,Calhoun-Greene-Jersey-Scott,44432.0,17013-17061-17083-17171,42589.0,376.0,260.0,621.0,1417.028,-90.44507,39.30315,15560.0,5142.0,21590.0,53065.016879726325,31716.0,998.0,1995.0,13148.0,6893.0,3381.0,3462.0,1839.0,0.097295806,0.05992787,0.13242847,0.21108241,0.49848354,31.355768156437815,0.9585208858480374,0.008462369463449766,0.005851638458768455,0.01397641339575081,0.4859110550954267,0.720704,0.23816581,0.03146676756211376,0.06290200529701097,0.41455416824315805,0.21733509900365747,0.1066023458191449,0.10915626182368521,0.057983352251229664,2.864106444696683,2.9519663,0.7516182,1
Illinois,19,Mercer-Rock Island,157316.0,17131-17161,115328.0,15055.0,3721.0,19162.0,988.838,-90.67053,41.31941,31769.0,35319.0,71388.0,53158.02319535203,111140.0,4056.0,8018.0,34303.0,28435.0,11191.0,16376.0,8761.0,0.07417303,0.02902322,0.0703176,0.23303746,0.5935468,159.09178043347862,0.7330977141549493,0.09569910244348953,0.02365302957105444,0.12180579216354344,0.45378728164967325,0.44501877,0.494747,0.036494511427028975,0.0721432427568832,0.30864675184452045,0.2558484793953572,0.10069281986683462,0.14734569012056864,0.07882850458880691,3.069452942235019,3.242958,0.4735422,0
Indiana,0,Carroll-Cass-Clinton-Elkhart-Fulton-Grant-Howard-Kosciusko-Madison-Marshall-Miami-St. Joseph-Tipton-Wabash,1073742.0,18015-18017-18023-18039-18049-18053-18067-18085-18095-18099-18103-18141-18159-18169,860950.0,73843.0,15021.0,98317.0,5659.73,-86.08187,40.868176,258977.0,138661.0,417586.0,51492.079656006754,711284.0,33231.0,64087.0,258369.0,146523.0,57801.0,95880.0,55393.0,0.047508635,0.0874988,0.1336074,0.23371604,0.4976307,189.7161178546314,0.8018220391863222,0.06877164160478029,0.013989394100258722,0.09156482655982535,0.38890720489652075,0.62017643,0.33205375,0.04671973501442462,0.09010043808099157,0.36324309277306954,0.20599788551408438,0.08126289920763015,0.13479847712025014,0.07787747228954961,2.9008890963384526,3.0463843,0.65128833,1
Indiana,1,Benton-Fountain-Jasper-LaPorte-Newton-Porter-Pulaski-Starke-Tippecanoe-Warren-White,616364.0,18007-18045-18073-18091-18111-18127-18131-18149-18157-18171-18181,502528.0,31344.0,20813.0,49952.0,4892.305,-87.017044,40.884865,133734.0,94819.0,242136.0,56580.06229598095,393112.0,10604.0,26873.0,137749.0,83533.0,34922.0,60868.0,38563.0,0.0865372,0.0989239,0.11884316,0.22273667,0.47307265,125.98641700669728,0.815310433445172,0.0508530673433231,0.033767384208032915,0.0810430200336165,0.39284578593168973,0.55230945,0.391594,0.026974500905594334,0.06835965322859643,0.3504064999287735,0.21249160544577628,0.0888347341215735,0.1548362807545941,0.09809672561509188,3.124748163373288,2.897111,0.58513343,1
Indiana,2,Daviess-Dubois-Gibson-Knox-Martin-Perry-Pike-Posey-Spencer-Vanderburgh-Warrick,478306.0,18027-18037-18051-18083-18101-18123-18125-18129-18147-18163-18173,425526.0,22672.0,5610.0,14813.0,4336.58,-87.22001,38.32943,131235.0,63679.0,204390.0,53448.64621602071,324185.0,10545.0,24584.0,115934.0,65026.0,35803.0,47394.0,24899.0,0.06557862,0.06673917,0.12026664,0.23821282,0.5094173,110.29566879502993,0.8896522309985657,0.04740061801440919,0.011728893218985336,0.030969713948811012,0.427320585566562,0.6420813,0.31155634,0.032527723367830094,0.07583324336412851,0.35761679288060827,0.20058300044727548,0.11044002652806267,0.14619430263584066,0.0768049107762543,3.026376914416151,3.05958,0.6732969,1
Indiana,3,Bartholomew-Brown-Hancock-Johnson-Lawrence-Monroe-Morgan-Shelby,644225.0,18005-18013-18059-18081-18093-18105-18109-18145,567707.0,14471.0,25948.0,23469.0,3004.125,-86.169586,39.317986,167108.0,87255.0,268367.0,60323.35746672358,411975.0,9469.0,27536.0,134034.0,78650.0,36918.0,76817.0,48551.0,0.07415805,0.07534063,0.11321193,0.22895075,0.5084624,214.44680231348562,0.8812247273856184,0.022462648919244054,0.040277853234506576,0.03642981877449649,0.41657340214987,0.6226846,0.32513312,0.02298440439347048,0.06683900722131197,0.32534498452576005,0.190909642575399,0.08961223375204806,0.18646034346744342,0.11784938406456702,3.28810486073184,3.0224664,0.6569666,1
Indiana,4,Allen-DeKalb-Huntington-LaGrange-Noble-Steuben-Whitley,615210.0,18003-18033-18069-18087-18113-18151-18183,496126.0,45303.0,18359.0,40336.0,2837.758,-85.259705,41.278835,148211.0,75773.0,235084.0,54534.382805871166,394243.0,20854.0,27135.0,129708.0,82820.0,39843.0,62050.0,31833.0,0.07360398,0.13143806,0.11085625,0.21173343,0.472852,216.7943805358423,0.8064335755270559,0.07363826985907251,0.02984184262284423,0.06556460395637262,0.38211992652915266,0.6304597,0.32232308,0.05289631014374383,0.06882810855233955,0.32900520744819817,0.21007348259829597,0.10106203534368396,0.15739023901502372,0.08074461689871475,3.032726009085767,2.8797588,0.6617035,1
Indiana,5,Clark-Crawford-Floyd-Harrison-Jackson-Jefferson-Jennings-Orange-Scott-Washington,423745.0,18019-18025-18043-18061-18071-18077-18079-18117-18143-18175,377913.0,16008.0,4342.0,16927.0,3659.984,-85.98641,38.596912,117142.0,56687.0,182138.0,53340.13538566827,287385.0,10535.0,24337.0,110314.0,61366.0,26128.0,35157.0,19548.0,0.075033344,0.089735195,0.14623772,0.26880118,0.41956875,115.77783212042937,0.8918406116886335,0.03777743690191035,0.010246728574968436,0.03994619405538708,0.42982926052224807,0.6431497,0.31123105,0.03665814151747655,0.0846843085060111,0.3838544113297493,0.21353236946952694,0.09091636654661865,0.12233415105172504,0.06802025157889242,2.876447970492545,2.866889,0.67389214,1
Indiana,6,Clay-Greene-Montgomery-Owen-Parke-Putnam-Sullivan-Vermillion-Vigo,315002.0,18021-18055-18107-18119-18121-18133-18153-18165-18167,286293.0,11466.0,3482.0,7709.0,3822.462,-87.1004,39.498425,84078.0,35456.0,124940.0,48795.06794560034,213583.0,6514.0,17976.0,84500.0,46554.0,19593.0,23896.0,14550.0,0.10408857,0.0823056,0.12371935,0.22336704,0.46665886,82.40814613250572,0.9088608961212945,0.03639976889035625,0.011053898070488441,0.024472860489774668,0.3966324023339534,0.672947,0.2837842,0.03049868201120876,0.08416400181662398,0.3956307384014645,0.21796678574605657,0.09173482908283899,0.1118815636075905,0.06812339933421667,2.864413366232331,2.8664808,0.7033815,1
Indiana,7,Marion,964582.0,18097,521827.0,273538.0,36388.0,105062.0,396.298,-86.136604,39.782078,130228.0,212676.0,361070.0,46692.0,621033.0,30696.0,58190.0,173635.0,124345.0,45449.0,122806.0,65912.0,0.051,0.053,0.116,0.232,0.548,2433.9814732802743,0.5409877024452042,0.2835819038713142,0.03772411262080362,0.10891971859313153,0.37432794723517543,0.36067244,0.58901596,0.0494273251179889,0.0936987245444284,0.2795906175678265,0.2002228545020957,0.07318290654441874,0.19774472532055462,0.10613284640268714,3.1718008543829397,3.1729999,0.37977976,0
Indiana,8,Dearborn-Decatur-Fayette-Franklin-Ohio-Ripley-Rush-Switzerland-Union-Wayne,256346.0,18029-18031-18041-18047-18115-18137-18139-18155-18161-18177,239934.0,4594.0,1954.0,5265.0,3001.333,-85.1807,39.386383,80349.0,25872.0,110946.0,52899.795432735446,176872.0,6611.0,15083.0,74147.0,34444.0,15284.0,19925.0,11378.0,0.11879556,0.08629593,0.12835975,0.25103754,0.41539603,85.41071561627076,0.9359771558752623,0.01792109102541097,0.007622510201056385,0.020538646984934423,0.4327978591435014,0.7242172,0.23319453,0.0373773124067122,0.08527635804423538,0.4192127640327468,0.19473969876520875,0.08641277307883667,0.11265208738522774,0.06432900628703243,2.8028065493690355,2.7577121,0.75643235,1
Indiana,9,Lake,485493.0,18089,261066.0,112996.0,7901.0,95254.0,498.961,-87.38248,41.415314,75565.0,116896.0,200247.0,54249.0,327083.0,14018.0,25013.0,114444.0,73668.0,27681.0,48285.0,23974.0,0.043,0.057,0.088,0.219,0.592,973.007913294435,0.5377338087263874,0.23274485934915642,0.016274179030387668,0.1962005631389124,0.41246114774054415,0.37735897,0.58375907,0.04285762329439317,0.07647294417624884,0.3498928406551242,0.2252272359003678,0.08462989516422437,0.1476230803802093,0.07329638042943229,2.968353598322138,3.258,0.392625,0
Indiana,10,Boone-Hamilton-Hendricks,576165.0,18011-18057-18063,481870.0,29104.0,29146.0,23928.0,1224.0911,-86.34821,39.96326,155279.0,89990.0,260949.0,88171.51071307699,353755.0,4885.0,12298.0,69436.0,63629.0,26031.0,112843.0,64633.0,0.06315101,0.05529907,0.0788687,0.2495121,0.5528735,470.6880204679931,0.8363402844671232,0.05051330781980856,0.05058620360487013,0.04152977011793497,0.45290671942933014,0.595055,0.34485665,0.013808992099051603,0.03476417294455202,0.1962827380531724,0.17986742236858844,0.07358482565617447,0.3189863040805077,0.1827055447979534,3.952436007971619,3.1730669,0.6330967,1
Indiana,11,Adams-Blackford-Delaware-Henry-Jay-Randolph-Wells,283039.0,18001-18009-18035-18065-18075-18135-18179,257242.0,10036.0,2239.0,8321.0,2492.479,-85.17346,40.361507,74314.0,34189.0,114176.0,46517.87131455383,185305.0,6678.0,14872.0,73661.0,38284.0,17057.0,21187.0,13566.0,0.13220844,0.107657105,0.13471915,0.21693125,0.4088822,113.55722537939822,0.9088570832994747,0.03545801108681136,0.00791057062807599,0.029398775433774144,0.40339317196570085,0.65087235,0.29944122,0.03603788348938237,0.08025687380264969,0.3975122096003885,0.20659992984539002,0.0920482447856237,0.11433582472140526,0.07320903375516041,2.8742073878200802,2.663418,0.6849027,1
