fips,median_income,county,state
18149,48895.0,Starke,Indiana
18151,56101.0,Steuben,Indiana
18153,46517.0,Sullivan,Indiana
18155,47929.0,Switzerland,Indiana
18157,51844.0,Tippecanoe,Indiana
18159,55479.0,Tipton,Indiana
18161,48227.0,Union,Indiana
18163,46943.0,Vanderburgh,Indiana
18165,48377.0,Vermillion,Indiana
18167,43859.0,Vigo,Indiana
18169,50637.0,Wabash,Indiana
18171,61148.0,Warren,Indiana
18173,70648.0,Warrick,Indiana
18175,47078.0,Washington,Indiana
18177,44228.0,Wayne,Indiana
18179,56265.0,Wells,Indiana
18181,55086.0,White,Indiana
18183,61153.0,Whitley,Indiana
19001,51859.0,Adair,Iowa
19003,49229.0,Adams,Iowa
19005,51057.0,Allamakee,Iowa
19007,41111.0,Appanoose,Iowa
19009,50397.0,Audubon,Iowa
19011,65475.0,Benton,Iowa
19013,52688.0,Black Hawk,Iowa
19015,61111.0,Boone,Iowa
19017,68023.0,Bremer,Iowa
19019,61409.0,Buchanan,Iowa
19021,54556.0,Buena Vista,Iowa
19023,55999.0,Butler,Iowa
19025,50800.0,Calhoun,Iowa
19027,57674.0,Carroll,Iowa
19029,48178.0,Cass,Iowa
19031,65791.0,Cedar,Iowa
19033,52902.0,Cerro Gordo,Iowa
19035,54658.0,Cherokee,Iowa
19037,55385.0,Chickasaw,Iowa
19039,51571.0,Clarke,Iowa
19041,47874.0,Clay,Iowa
19043,52828.0,Clayton,Iowa
19045,50156.0,Clinton,Iowa
19047,53609.0,Crawford,Iowa
19049,84790.0,Dallas,Iowa
19051,58464.0,Davis,Iowa
19053,42614.0,Decatur,Iowa
19055,61179.0,Delaware,Iowa
19057,49977.0,Des Moines,Iowa
19059,58099.0,Dickinson,Iowa
19061,61321.0,Dubuque,Iowa
19063,48542.0,Emmet,Iowa
19065,50015.0,Fayette,Iowa
19067,48110.0,Floyd,Iowa
19069,53742.0,Franklin,Iowa
19071,54281.0,Fremont,Iowa
19073,54050.0,Greene,Iowa
19075,66965.0,Grundy,Iowa
19077,57075.0,Guthrie,Iowa
19079,56273.0,Hamilton,Iowa
19081,61167.0,Hancock,Iowa
19083,53872.0,Hardin,Iowa
19085,60063.0,Harrison,Iowa
19087,52428.0,Henry,Iowa
19089,52742.0,Howard,Iowa
19091,52219.0,Humboldt,Iowa
19093,55969.0,Ida,Iowa
19095,58570.0,Iowa,Iowa
19097,54070.0,Jackson,Iowa
19099,55727.0,Jasper,Iowa
19101,43378.0,Jefferson,Iowa
19103,61640.0,Johnson,Iowa
19105,56012.0,Jones,Iowa
19107,51043.0,Keokuk,Iowa
19109,54146.0,Kossuth,Iowa
19111,48571.0,Lee,Iowa
19113,64862.0,Linn,Iowa
19115,53943.0,Louisa,Iowa
19117,50206.0,Lucas,Iowa
19119,64352.0,Lyon,Iowa
19121,64512.0,Madison,Iowa
19123,52950.0,Mahaska,Iowa
19125,58492.0,Marion,Iowa
19127,54027.0,Marshall,Iowa
19129,69177.0,Mills,Iowa
19131,55553.0,Mitchell,Iowa
19133,45252.0,Monona,Iowa
19135,49549.0,Monroe,Iowa
19137,47648.0,Montgomery,Iowa
19139,57348.0,Muscatine,Iowa
19141,53045.0,O'Brien,Iowa
19143,58125.0,Osceola,Iowa
19145,49974.0,Page,Iowa
19147,52462.0,Palo Alto,Iowa
19149,64296.0,Plymouth,Iowa
19151,49877.0,Pocahontas,Iowa
19153,66044.0,Polk,Iowa
19155,57467.0,Pottawattamie,Iowa
19157,53520.0,Poweshiek,Iowa
19159,52005.0,Ringgold,Iowa
19161,54958.0,Sac,Iowa
19163,58803.0,Scott,Iowa
19165,55489.0,Shelby,Iowa
19167,67178.0,Sioux,Iowa
19169,54554.0,Story,Iowa
19171,55898.0,Tama,Iowa
19173,48717.0,Taylor,Iowa
19175,47518.0,Union,Iowa
19177,47083.0,Van Buren,Iowa
19179,45233.0,Wapello,Iowa
19181,74383.0,Warren,Iowa
19183,61769.0,Washington,Iowa
19185,45017.0,Wayne,Iowa
19187,44261.0,Webster,Iowa
19189,51002.0,Winnebago,Iowa
19191,62820.0,Winneshiek,Iowa
19193,55483.0,Woodbury,Iowa
19195,54329.0,Worth,Iowa
19197,50198.0,Wright,Iowa
20001,42679.0,Allen,Kansas
20003,46274.0,Anderson,Kansas
20005,48667.0,Atchison,Kansas
20007,50613.0,Barber,Kansas
20009,50198.0,Barton,Kansas
20011,40733.0,Bourbon,Kansas
20013,48547.0,Brown,Kansas
20015,63272.0,Butler,Kansas
20017,46295.0,Chase,Kansas
20019,38690.0,Chautauqua,Kansas
20021,41103.0,Cherokee,Kansas
20023,46833.0,Cheyenne,Kansas
20025,50368.0,Clark,Kansas
20027,56186.0,Clay,Kansas
20029,44143.0,Cloud,Kansas
20031,58636.0,Coffey,Kansas
20033,56912.0,Comanche,Kansas
20035,48087.0,Cowley,Kansas
20037,40174.0,Crawford,Kansas
20039,44104.0,Decatur,Kansas
20041,48167.0,Dickinson,Kansas
20043,49338.0,Doniphan,Kansas
20045,55832.0,Douglas,Kansas
20047,49293.0,Edwards,Kansas
20049,38494.0,Elk,Kansas
20051,52700.0,Ellis,Kansas
20053,48188.0,Ellsworth,Kansas
20055,56573.0,Finney,Kansas
20057,53072.0,Ford,Kansas
20059,55486.0,Franklin,Kansas
20061,49185.0,Geary,Kansas
20063,48894.0,Gove,Kansas
20065,40769.0,Graham,Kansas
20067,55455.0,Grant,Kansas
20069,64426.0,Gray,Kansas
20071,51250.0,Greeley,Kansas
20073,42595.0,Greenwood,Kansas
20075,45000.0,Hamilton,Kansas
20077,49455.0,Harper,Kansas
20079,56051.0,Harvey,Kansas
20081,53527.0,Haskell,Kansas
20083,53854.0,Hodgeman,Kansas
20085,55904.0,Jackson,Kansas
20087,61793.0,Jefferson,Kansas
20089,42552.0,Jewell,Kansas
20091,84915.0,Johnson,Kansas
20093,51314.0,Kearny,Kansas
20095,58483.0,Kingman,Kansas
20097,51336.0,Kiowa,Kansas
20099,47668.0,Labette,Kansas
20101,51719.0,Lane,Kansas
20103,71184.0,Leavenworth,Kansas
20105,46196.0,Lincoln,Kansas
20107,43699.0,Linn,Kansas
20109,51597.0,Logan,Kansas
20111,44191.0,Lyon,Kansas
20113,57765.0,McPherson,Kansas
20115,51262.0,Marion,Kansas
20117,50234.0,Marshall,Kansas
20119,55568.0,Meade,Kansas
20121,69150.0,Miami,Kansas
20123,45221.0,Mitchell,Kansas
20125,45173.0,Montgomery,Kansas
20127,50352.0,Morris,Kansas
20129,43925.0,Morton,Kansas
20131,58644.0,Nemaha,Kansas
20133,44294.0,Neosho,Kansas
20135,51033.0,Ness,Kansas
20137,49891.0,Norton,Kansas
20139,55036.0,Osage,Kansas
20141,48355.0,Osborne,Kansas
20143,51971.0,Ottawa,Kansas
20145,42853.0,Pawnee,Kansas
20147,48272.0,Phillips,Kansas
20149,64657.0,Pottawatomie,Kansas
20151,54029.0,Pratt,Kansas
20153,48125.0,Rawlins,Kansas
20155,49174.0,Reno,Kansas
20157,48022.0,Republic,Kansas
20159,50764.0,Rice,Kansas
20161,49910.0,Riley,Kansas
20163,50511.0,Rooks,Kansas
20165,40598.0,Rush,Kansas
20167,52806.0,Russell,Kansas
20169,50515.0,Saline,Kansas
20171,71394.0,Scott,Kansas
20173,54974.0,Sedgwick,Kansas
20175,47025.0,Seward,Kansas
20177,55199.0,Shawnee,Kansas
20179,56071.0,Sheridan,Kansas
20181,52847.0,Sherman,Kansas
20183,43438.0,Smith,Kansas
20185,48563.0,Stafford,Kansas
20187,46726.0,Stanton,Kansas
20189,56507.0,Stevens,Kansas
20191,54915.0,Sumner,Kansas
20193,57478.0,Thomas,Kansas
20195,56810.0,Trego,Kansas
20197,60450.0,Wabaunsee,Kansas
20199,58875.0,Wallace,Kansas
20201,48889.0,Washington,Kansas
20203,57566.0,Wichita,Kansas
20205,46208.0,Wilson,Kansas
20207,34621.0,Woodson,Kansas
20209,44873.0,Wyandotte,Kansas
21001,39346.0,Adair,Kentucky
21003,40893.0,Allen,Kentucky
21005,54160.0,Anderson,Kentucky
21007,44350.0,Ballard,Kentucky
21009,40216.0,Barren,Kentucky
21011,40837.0,Bath,Kentucky
21013,24628.0,Bell,Kentucky
21015,75043.0,Boone,Kentucky
21017,51462.0,Bourbon,Kentucky
21019,46165.0,Boyd,Kentucky
21021,43274.0,Boyle,Kentucky
21023,45827.0,Bracken,Kentucky
21025,26376.0,Breathitt,Kentucky
21027,48189.0,Breckinridge,Kentucky
21029,60534.0,Bullitt,Kentucky
21031,40061.0,Butler,Kentucky
21033,44940.0,Caldwell,Kentucky
21035,40219.0,Calloway,Kentucky
21037,59782.0,Campbell,Kentucky
21039,39664.0,Carlisle,Kentucky
21041,43258.0,Carroll,Kentucky
21043,33067.0,Carter,Kentucky
21045,34457.0,Casey,Kentucky
21047,41235.0,Christian,Kentucky
21049,52938.0,Clark,Kentucky
21051,26250.0,Clay,Kentucky
21053,31115.0,Clinton,Kentucky
21055,43169.0,Crittenden,Kentucky
21057,32906.0,Cumberland,Kentucky
21059,49836.0,Daviess,Kentucky
21061,41360.0,Edmonson,Kentucky
21063,33377.0,Elliott,Kentucky
21065,31337.0,Estill,Kentucky
21067,54918.0,Fayette,Kentucky
21069,42213.0,Fleming,Kentucky
21071,31267.0,Floyd,Kentucky
21073,55068.0,Franklin,Kentucky
21075,28559.0,Fulton,Kentucky
21077,50204.0,Gallatin,Kentucky
21079,49888.0,Garrard,Kentucky
21081,45610.0,Grant,Kentucky
21083,41615.0,Graves,Kentucky
21085,37906.0,Grayson,Kentucky
21087,37374.0,Green,Kentucky
21089,49343.0,Greenup,Kentucky
21091,52019.0,Hancock,Kentucky
21093,53168.0,Hardin,Kentucky
21095,26324.0,Harlan,Kentucky
21097,49696.0,Harrison,Kentucky
21099,37795.0,Hart,Kentucky
21101,45389.0,Henderson,Kentucky
21103,51447.0,Henry,Kentucky
21105,40463.0,Hickman,Kentucky
21107,45738.0,Hopkins,Kentucky
21109,32143.0,Jackson,Kentucky
21111,54357.0,Jefferson,Kentucky
21113,56728.0,Jessamine,Kentucky
21115,37559.0,Johnson,Kentucky
21117,61606.0,Kenton,Kentucky
21119,29326.0,Knott,Kentucky
21121,28790.0,Knox,Kentucky
21123,41779.0,Larue,Kentucky
21125,39230.0,Laurel,Kentucky
21127,31813.0,Lawrence,Kentucky
21129,23972.0,Lee,Kentucky
21131,30798.0,Leslie,Kentucky
21133,29856.0,Letcher,Kentucky
21135,31096.0,Lewis,Kentucky
21137,39833.0,Lincoln,Kentucky
21139,46076.0,Livingston,Kentucky
21141,43842.0,Logan,Kentucky
21143,50097.0,Lyon,Kentucky
21145,44486.0,McCracken,Kentucky
21147,23273.0,McCreary,Kentucky
21149,50445.0,McLean,Kentucky
21151,48687.0,Madison,Kentucky
21153,29516.0,Magoffin,Kentucky
21155,38544.0,Marion,Kentucky
21157,50731.0,Marshall,Kentucky
21159,35125.0,Martin,Kentucky
21161,41415.0,Mason,Kentucky
21163,57963.0,Meade,Kentucky
21165,39905.0,Menifee,Kentucky
21167,50475.0,Mercer,Kentucky
21169,35809.0,Metcalfe,Kentucky
21171,34167.0,Monroe,Kentucky
21173,41974.0,Montgomery,Kentucky
21175,34419.0,Morgan,Kentucky
21177,43110.0,Muhlenberg,Kentucky
21179,57469.0,Nelson,Kentucky
21181,41354.0,Nicholas,Kentucky
21183,42826.0,Ohio,Kentucky
21185,97597.0,Oldham,Kentucky
21187,45338.0,Owen,Kentucky
21189,25530.0,Owsley,Kentucky
21191,52620.0,Pendleton,Kentucky
21193,31046.0,Perry,Kentucky
21195,34081.0,Pike,Kentucky
21197,36958.0,Powell,Kentucky
21199,37921.0,Pulaski,Kentucky
21201,38864.0,Robertson,Kentucky
21203,36468.0,Rockcastle,Kentucky
21205,37639.0,Rowan,Kentucky
21207,36159.0,Russell,Kentucky
21209,66966.0,Scott,Kentucky
21211,64240.0,Shelby,Kentucky
21213,48311.0,Simpson,Kentucky
21215,77738.0,Spencer,Kentucky
21217,39055.0,Taylor,Kentucky
21219,41865.0,Todd,Kentucky
21221,52279.0,Trigg,Kentucky
21223,47470.0,Trimble,Kentucky
21225,42844.0,Union,Kentucky
21227,52007.0,Warren,Kentucky
21229,50794.0,Washington,Kentucky
21231,34039.0,Wayne,Kentucky
21233,40947.0,Webster,Kentucky
21235,36897.0,Whitley,Kentucky
21237,22458.0,Wolfe,Kentucky
21239,62629.0,Woodford,Kentucky
22001,41177.0,Acadia,Louisiana
22003,41009.0,Allen,Louisiana
22005,76589.0,Ascension,Louisiana
22007,44744.0,Assumption,Louisiana
22009,38077.0,Avoyelles,Louisiana
22011,50738.0,Beauregard,Louisiana
22013,30300.0,Bienville,Louisiana
22015,53806.0,Bossier,Louisiana
22017,40866.0,Caddo,Louisiana
22019,49452.0,Calcasieu,Louisiana
22021,32174.0,Caldwell,Louisiana
22023,55000.0,Cameron,Louisiana
22025,38854.0,Catahoula,Louisiana
22027,27303.0,Claiborne,Louisiana
22029,31813.0,Concordia,Louisiana
22031,44230.0,De Soto,Louisiana
22033,52719.0,East Baton Rouge,Louisiana
22035,21161.0,East Carroll,Louisiana
22037,48129.0,East Feliciana,Louisiana
22039,32180.0,Evangeline,Louisiana
22041,35466.0,Franklin,Louisiana
22043,40792.0,Grant,Louisiana
22045,45274.0,Iberia,Louisiana
22047,47797.0,Iberville,Louisiana
22049,38523.0,Jackson,Louisiana
22051,52558.0,Jefferson,Louisiana
22053,39653.0,Jefferson Davis,Louisiana
22055,54726.0,Lafayette,Louisiana
22057,53089.0,Lafourche,Louisiana
22059,36868.0,LaSalle,Louisiana
22061,34154.0,Lincoln,Louisiana
22063,63159.0,Livingston,Louisiana
22065,27810.0,Madison,Louisiana
22067,33333.0,Morehouse,Louisiana
22069,27795.0,Natchitoches,Louisiana
22071,39576.0,Orleans,Louisiana
22073,41314.0,Ouachita,Louisiana
22075,52386.0,Plaquemines,Louisiana
22077,44269.0,Pointe Coupee,Louisiana
22079,44852.0,Rapides,Louisiana
22081,33446.0,Red River,Louisiana
22083,34422.0,Richland,Louisiana
22085,39465.0,Sabine,Louisiana
22087,46011.0,St. Bernard,Louisiana
22089,66620.0,St. Charles,Louisiana
22091,39895.0,St. Helena,Louisiana
22093,50661.0,St. James,Louisiana
22095,54821.0,St. John the Baptist,Louisiana
22097,33288.0,St. Landry,Louisiana
22099,47974.0,St. Martin,Louisiana
22101,40485.0,St. Mary,Louisiana
22103,67706.0,St. Tammany,Louisiana
22105,46297.0,Tangipahoa,Louisiana
22107,23870.0,Tensas,Louisiana
22109,48866.0,Terrebonne,Louisiana
22111,43083.0,Union,Louisiana
22113,50690.0,Vermilion,Louisiana
22115,47772.0,Vernon,Louisiana
22117,34985.0,Washington,Louisiana
22119,30358.0,Webster,Louisiana
22121,60908.0,West Baton Rouge,Louisiana
22123,36528.0,West Carroll,Louisiana
22125,55510.0,West Feliciana,Louisiana
22127,35398.0,Winn,Louisiana
23001,51412.0,Androscoggin,Maine
23003,39824.0,Aroostook,Maine
23005,69708.0,Cumberland,Maine
23007,48053.0,Franklin,Maine
23009,53068.0,Hancock,Maine
23011,52929.0,Kennebec,Maine
23013,55402.0,Knox,Maine
23015,55180.0,Lincoln,Maine
23017,47275.0,Oxford,Maine
23019,49374.0,Penobscot,Maine
23021,39470.0,Piscataquis,Maine
23023,62131.0,Sagadahoc,Maine
23025,42491.0,Somerset,Maine
23027,51564.0,Waldo,Maine
23029,41384.0,Washington,Maine
23031,65538.0,York,Maine
24001,44065.0,Allegany,Maryland
24003,97810.0,Anne Arundel,Maryland
24005,74127.0,Baltimore,Maryland
24009,104301.0,Calvert,Maryland
24011,54956.0,Caroline,Maryland
24013,93363.0,Carroll,Maryland
24015,72845.0,Cecil,Maryland
24017,95924.0,Charles,Maryland
24019,52145.0,Dorchester,Maryland
24021,91999.0,Frederick,Maryland
24023,49619.0,Garrett,Maryland
24025,85942.0,Harford,Maryland
24027,117730.0,Howard,Maryland
24029,56009.0,Kent,Maryland
24031,106287.0,Montgomery,Maryland
24033,81969.0,Prince George's,Maryland
24035,92167.0,Queen Anne's,Maryland
24037,90438.0,St. Mary's,Maryland
24039,42165.0,Somerset,Maryland
24041,67204.0,Talbot,Maryland
24043,59719.0,Washington,Maryland
24045,56608.0,Wicomico,Maryland
24047,61145.0,Worcester,Maryland
24510,48840.0,Baltimore city,Maryland
25001,70621.0,Barnstable,Massachusetts
25003,56674.0,Berkshire,Massachusetts
25005,66157.0,Bristol,Massachusetts
25007,71224.0,Dukes,Massachusetts
25009,75878.0,Essex,Massachusetts
25011,59522.0,Franklin,Massachusetts
25013,53403.0,Hampden,Massachusetts
25015,67044.0,Hampshire,Massachusetts
25017,97012.0,Middlesex,Massachusetts
25019,105171.0,Nantucket,Massachusetts
25021,99511.0,Norfolk,Massachusetts
25023,85654.0,Plymouth,Massachusetts
25025,64582.0,Suffolk,Massachusetts
25027,71895.0,Worcester,Massachusetts
26001,39735.0,Alcona,Michigan
26003,46007.0,Alger,Michigan
26005,59883.0,Allegan,Michigan
26007,41991.0,Alpena,Michigan
26009,52589.0,Antrim,Michigan
26011,40769.0,Arenac,Michigan
26013,42444.0,Baraga,Michigan
26015,61016.0,Barry,Michigan
26017,48005.0,Bay,Michigan
26019,56639.0,Benzie,Michigan
26021,49135.0,Berrien,Michigan
26023,50536.0,Branch,Michigan
26025,47426.0,Calhoun,Michigan
26027,53571.0,Cass,Michigan
26029,53207.0,Charlevoix,Michigan
26031,46161.0,Cheboygan,Michigan
26033,44483.0,Chippewa,Michigan
26035,37369.0,Clare,Michigan
26037,67482.0,Clinton,Michigan
26039,47443.0,Crawford,Michigan
26041,46490.0,Delta,Michigan
26043,48966.0,Dickinson,Michigan
26045,62474.0,Eaton,Michigan
26047,54055.0,Emmet,Michigan
26049,47006.0,Genesee,Michigan
26051,43290.0,Gladwin,Michigan
26053,38798.0,Gogebic,Michigan
26055,61485.0,Grand Traverse,Michigan
26057,44991.0,Gratiot,Michigan
26059,48392.0,Hillsdale,Michigan
26061,42852.0,Houghton,Michigan
26063,46320.0,Huron,Michigan
26065,50940.0,Ingham,Michigan
26067,54343.0,Ionia,Michigan
26069,42102.0,Iosco,Michigan
26071,38918.0,Iron,Michigan
26073,44408.0,Isabella,Michigan
26075,51431.0,Jackson,Michigan
26077,54431.0,Kalamazoo,Michigan
26079,46004.0,Kalkaska,Michigan
26081,60351.0,Kent,Michigan
26083,49779.0,Keweenaw,Michigan
26085,34631.0,Lake,Michigan
26087,58952.0,Lapeer,Michigan
26089,63831.0,Leelanau,Michigan
26091,53972.0,Lenawee,Michigan
26093,80897.0,Livingston,Michigan
26095,42255.0,Luce,Michigan
26097,46507.0,Mackinac,Michigan
26099,60466.0,Macomb,Michigan
26101,47172.0,Manistee,Michigan
26103,50771.0,Marquette,Michigan
26105,49663.0,Mason,Michigan
26107,44460.0,Mecosta,Michigan
26109,45508.0,Menominee,Michigan
26111,59271.0,Midland,Michigan
26113,44766.0,Missaukee,Michigan
26115,61514.0,Monroe,Michigan
26117,47000.0,Montcalm,Michigan
26119,42305.0,Montmorency,Michigan
26121,48329.0,Muskegon,Michigan
26123,46724.0,Newaygo,Michigan
26125,76387.0,Oakland,Michigan
26127,46217.0,Oceana,Michigan
26129,40150.0,Ogemaw,Michigan
26131,38906.0,Ontonagon,Michigan
26133,42689.0,Osceola,Michigan
26135,40255.0,Oscoda,Michigan
26137,52645.0,Otsego,Michigan
26139,67468.0,Ottawa,Michigan
26141,46439.0,Presque Isle,Michigan
26143,40302.0,Roscommon,Michigan
26145,46919.0,Saginaw,Michigan
26147,55240.0,St. Clair,Michigan
26149,50117.0,St. Joseph,Michigan
26151,45277.0,Sanilac,Michigan
26153,40747.0,Schoolcraft,Michigan
26155,54742.0,Shiawassee,Michigan
26157,47694.0,Tuscola,Michigan
26159,52351.0,Van Buren,Michigan
26161,69434.0,Washtenaw,Michigan
26163,45321.0,Wayne,Michigan
26165,44166.0,Wexford,Michigan
27001,45989.0,Aitkin,Minnesota
27003,79923.0,Anoka,Minnesota
27005,59278.0,Becker,Minnesota
27007,47410.0,Beltrami,Minnesota
27009,56357.0,Benton,Minnesota
27011,51920.0,Big Stone,Minnesota
27013,55861.0,Blue Earth,Minnesota
27015,57728.0,Brown,Minnesota
27017,60390.0,Carlton,Minnesota
27019,97895.0,Carver,Minnesota
27021,50173.0,Cass,Minnesota
27023,54552.0,Chippewa,Minnesota
27025,80409.0,Chisago,Minnesota
27027,65000.0,Clay,Minnesota
27029,46291.0,Clearwater,Minnesota
27031,52271.0,Cook,Minnesota
27033,53354.0,Cottonwood,Minnesota
27035,54508.0,Crow Wing,Minnesota
27037,83288.0,Dakota,Minnesota
27039,71669.0,Dodge,Minnesota
27041,60676.0,Douglas,Minnesota
27043,52286.0,Faribault,Minnesota
27045,59451.0,Fillmore,Minnesota
27047,52447.0,Freeborn,Minnesota
27049,64765.0,Goodhue,Minnesota
27051,55912.0,Grant,Minnesota
27053,74113.0,Hennepin,Minnesota
27055,58729.0,Houston,Minnesota
27057,55472.0,Hubbard,Minnesota
27059,72473.0,Isanti,Minnesota
27061,53022.0,Itasca,Minnesota
27063,57010.0,Jackson,Minnesota
27065,53300.0,Kanabec,Minnesota
27067,59089.0,Kandiyohi,Minnesota
27069,57112.0,Kittson,Minnesota
27071,47129.0,Koochiching,Minnesota
27073,52199.0,Lac qui Parle,Minnesota
27075,59516.0,Lake,Minnesota
27077,49068.0,Lake of the Woods,Minnesota
27079,67451.0,Le Sueur,Minnesota
27081,52301.0,Lincoln,Minnesota
27083,55525.0,Lyon,Minnesota
27085,61275.0,McLeod,Minnesota
27087,44537.0,Mahnomen,Minnesota
27089,58723.0,Marshall,Minnesota
27091,53915.0,Martin,Minnesota
27093,61856.0,Meeker,Minnesota
27095,53888.0,Mille Lacs,Minnesota
27097,54962.0,Morrison,Minnesota
27099,53665.0,Mower,Minnesota
27101,57500.0,Murray,Minnesota
27103,65027.0,Nicollet,Minnesota
27105,54149.0,Nobles,Minnesota
27107,55206.0,Norman,Minnesota
27109,74880.0,Olmsted,Minnesota
27111,57131.0,Otter Tail,Minnesota
27113,59036.0,Pennington,Minnesota
27115,49138.0,Pine,Minnesota
27117,52309.0,Pipestone,Minnesota
27119,57151.0,Polk,Minnesota
27121,58132.0,Pope,Minnesota
27123,62304.0,Ramsey,Minnesota
27125,56588.0,Red Lake,Minnesota
27127,53230.0,Redwood,Minnesota
27129,57886.0,Renville,Minnesota
27131,65758.0,Rice,Minnesota
27133,59890.0,Rock,Minnesota
27135,59644.0,Roseau,Minnesota
27137,53344.0,St. Louis,Minnesota
27139,97744.0,Scott,Minnesota
27141,85818.0,Sherburne,Minnesota
27143,62761.0,Sibley,Minnesota
27145,60606.0,Stearns,Minnesota
27147,62731.0,Steele,Minnesota
27149,58363.0,Stevens,Minnesota
27151,48577.0,Swift,Minnesota
27153,52872.0,Todd,Minnesota
27155,48784.0,Traverse,Minnesota
27157,65138.0,Wabasha,Minnesota
27159,45860.0,Wadena,Minnesota
27161,55612.0,Waseca,Minnesota
27163,92376.0,Washington,Minnesota
27165,51097.0,Watonwan,Minnesota
27167,54935.0,Wilkin,Minnesota
27169,55529.0,Winona,Minnesota
27171,81881.0,Wright,Minnesota
27173,56943.0,Yellow Medicine,Minnesota
28001,29203.0,Adams,Mississippi
28003,40180.0,Alcorn,Mississippi
28005,31854.0,Amite,Mississippi
28007,34756.0,Attala,Mississippi
28009,35974.0,Benton,Mississippi
28011,29912.0,Bolivar,Mississippi
28013,36440.0,Calhoun,Mississippi
28015,43060.0,Carroll,Mississippi
28017,35939.0,Chickasaw,Mississippi
28019,37203.0,Choctaw,Mississippi
28021,26732.0,Claiborne,Mississippi
28023,39246.0,Clarke,Mississippi
28025,35121.0,Clay,Mississippi
28027,30009.0,Coahoma,Mississippi
28029,40361.0,Copiah,Mississippi
28031,35931.0,Covington,Mississippi
28033,65169.0,DeSoto,Mississippi
28035,40675.0,Forrest,Mississippi
28037,40810.0,Franklin,Mississippi
28039,48319.0,George,Mississippi
28041,49447.0,Greene,Mississippi
28043,36877.0,Grenada,Mississippi
28045,47543.0,Hancock,Mississippi
28047,45566.0,Harrison,Mississippi
28049,43005.0,Hinds,Mississippi
28051,21093.0,Holmes,Mississippi
28053,28507.0,Humphreys,Mississippi
28055,25776.0,Issaquena,Mississippi
28057,40510.0,Itawamba,Mississippi
28059,51142.0,Jackson,Mississippi
28061,35931.0,Jasper,Mississippi
28063,20188.0,Jefferson,Mississippi
28065,30083.0,Jefferson Davis,Mississippi
28067,41263.0,Jones,Mississippi
28069,28176.0,Kemper,Mississippi
28071,47132.0,Lafayette,Mississippi
28073,58188.0,Lamar,Mississippi
28075,41704.0,Lauderdale,Mississippi
28077,42290.0,Lawrence,Mississippi
28079,33482.0,Leake,Mississippi
28081,47978.0,Lee,Mississippi
28083,26052.0,Leflore,Mississippi
28085,40355.0,Lincoln,Mississippi
28087,45355.0,Lowndes,Mississippi
28089,71690.0,Madison,Mississippi
28091,31446.0,Marion,Mississippi
28093,41572.0,Marshall,Mississippi
28095,40940.0,Monroe,Mississippi
28097,33667.0,Montgomery,Mississippi
28099,36875.0,Neshoba,Mississippi
28101,33831.0,Newton,Mississippi
28103,36000.0,Noxubee,Mississippi
28105,38800.0,Oktibbeha,Mississippi
28107,36563.0,Panola,Mississippi
28109,45820.0,Pearl River,Mississippi
28111,39007.0,Perry,Mississippi
28113,30910.0,Pike,Mississippi
28115,41379.0,Pontotoc,Mississippi
28117,37519.0,Prentiss,Mississippi
28119,25510.0,Quitman,Mississippi
28121,64557.0,Rankin,Mississippi
28123,33735.0,Scott,Mississippi
28125,28799.0,Sharkey,Mississippi
28127,37946.0,Simpson,Mississippi
28129,41657.0,Smith,Mississippi
28131,44883.0,Stone,Mississippi
28133,30029.0,Sunflower,Mississippi
28135,30028.0,Tallahatchie,Mississippi
28137,51056.0,Tate,Mississippi
28139,39839.0,Tippah,Mississippi
28141,37312.0,Tishomingo,Mississippi
28143,37822.0,Tunica,Mississippi
28145,41287.0,Union,Mississippi
28147,29804.0,Walthall,Mississippi
28149,43039.0,Warren,Mississippi
28151,30834.0,Washington,Mississippi
28153,37970.0,Wayne,Mississippi
28155,40683.0,Webster,Mississippi
28157,26599.0,Wilkinson,Mississippi
28159,36214.0,Winston,Mississippi
28161,41864.0,Yalobusha,Mississippi
28163,31402.0,Yazoo,Mississippi
29001,40046.0,Adair,Missouri
29003,55683.0,Andrew,Missouri
29005,48385.0,Atchison,Missouri
29007,43761.0,Audrain,Missouri
29009,41463.0,Barry,Missouri
29011,41625.0,Barton,Missouri
29013,46186.0,Bates,Missouri
29015,38028.0,Benton,Missouri
29017,42985.0,Bollinger,Missouri
29019,54043.0,Boone,Missouri
29021,50457.0,Buchanan,Missouri
29023,39058.0,Butler,Missouri
29025,48033.0,Caldwell,Missouri
29027,55376.0,Callaway,Missouri
29029,52087.0,Camden,Missouri
29031,51730.0,Cape Girardeau,Missouri
29033,42149.0,Carroll,Missouri
29035,39415.0,Carter,Missouri
29037,67659.0,Cass,Missouri
29039,39412.0,Cedar,Missouri
29041,46992.0,Chariton,Missouri
29043,57019.0,Christian,Missouri
29045,47955.0,Clark,Missouri
29047,68367.0,Clay,Missouri
29049,58510.0,Clinton,Missouri
29051,57587.0,Cole,Missouri
29053,48750.0,Cooper,Missouri
29055,38036.0,Crawford,Missouri
29057,39979.0,Dade,Missouri
29059,41551.0,Dallas,Missouri
29061,50380.0,Daviess,Missouri
29063,50000.0,DeKalb,Missouri
29065,39916.0,Dent,Missouri
29067,34372.0,Douglas,Missouri
29069,34186.0,Dunklin,Missouri
29071,55312.0,Franklin,Missouri
