state_abbr,county,fips,votes_dem,votes_gop,total_votes
SC,Kershaw,45055,10293,17464,28875
SC,Lancaster,45057,13718,23598,38717
SC,Laurens,45059,8845,16770,26474
SC,Lee,45061,5170,2789,8110
SC,Lexington,45063,35143,79866,121829
SC,McCormick,45065,2479,2651,5215
SC,Marion,45067,8522,5434,14217
SC,Marlboro,45069,5928,4257,10353
SC,Newberry,45071,6212,10011,16795
SC,Oconee,45073,7979,24096,33530
SC,Orangeburg,45075,26258,11909,38824
SC,Pickens,45077,10327,36096,48871
SC,Richland,45079,108401,52753,169400
SC,Saluda,45081,2809,5525,8559
SC,Spartanburg,45083,39888,76101,120793
SC,Sumter,45085,24024,18733,44048
SC,Union,45087,4727,7058,12087
SC,Williamsburg,45089,9949,4863,15049
SC,York,45091,41230,66245,113425
SD,Aurora,46003,340,974,1407
SD,Beadle,46005,1912,4455,6772
SD,Bennett,46007,412,666,1149
SD,Bon Homme,46009,704,2105,2974
SD,Brookings,46011,4879,6748,12680
SD,Brown,46013,5452,9613,16113
SD,Brule,46015,571,1565,2288
SD,Buffalo,46017,296,171,490
SD,Butte,46019,693,3355,4346
SD,Campbell,46021,105,704,831
SD,Charles Mix,46023,935,2382,3433
SD,Clark,46025,398,1139,1657
SD,Clay,46027,2608,2109,5069
SD,Codington,46029,3174,7764,11669
SD,Corson,46031,535,588,1175
SD,Custer,46033,1120,3290,4716
SD,Davison,46035,2355,5157,7952
SD,Day,46037,974,1627,2747
SD,Deuel,46039,570,1366,2080
SD,Dewey,46041,887,723,1707
SD,Douglas,46043,214,1338,1605
SD,Edmunds,46045,380,1433,1918
SD,Fall River,46047,821,2511,3563
SD,Faulk,46049,204,858,1118
SD,Grant,46051,970,2381,3562
SD,Gregory,46053,391,1600,2091
SD,Haakon,46055,77,936,1044
SD,Hamlin,46057,555,2051,2762
SD,Hand,46059,334,1391,1818
SD,Hanson,46061,424,1497,2006
SD,Harding,46063,38,694,769
SD,Hughes,46065,2449,5174,8173
SD,Hutchinson,46067,692,2517,3365
SD,Hyde,46069,125,543,690
SD,Jackson,46071,323,722,1095
SD,Jerauld,46073,264,648,967
SD,Jones,46075,69,450,558
SD,Kingsbury,46077,703,1680,2551
SD,Lake,46079,2314,4038,6786
SD,Lawrence,46081,3356,7411,11842
SD,Lincoln,46083,8076,15499,25231
SD,Lyman,46085,369,977,1421
SD,McCook,46087,623,1794,2587
SD,McPherson,46089,192,892,1137
SD,Marshall,46091,754,1056,1947
SD,Meade,46093,2223,8441,11621
SD,Mellette,46095,238,402,683
SD,Miner,46097,281,706,1064
SD,Minnehaha,46099,30610,42043,78263
SD,Moody,46101,1042,1729,2930
SD,Pennington,46103,14074,29804,47741
SD,Perkins,46105,188,1333,1606
SD,Potter,46107,215,1069,1335
SD,Roberts,46109,1539,2142,3886
SD,Sanborn,46111,241,819,1123
SD,Oglala,46113,2504,241,2896
SD,Spink,46115,919,1854,2951
SD,Stanley,46117,329,1148,1567
SD,Sully,46119,137,679,861
SD,Todd,46121,1505,487,2125
SD,Tripp,46123,462,2069,2630
SD,Turner,46125,961,2937,4150
SD,Union,46127,2227,5288,7895
SD,Walworth,46129,457,1896,2477
SD,Yankton,46135,3301,5654,9616
SD,Ziebach,46137,352,368,766
TN,Anderson,47001,9010,19201,29723
TN,Bedford,47003,3384,11455,15300
TN,Benton,47005,1474,4715,6322
TN,Bledsoe,47007,896,3621,4650
TN,Blount,47009,12085,37385,51849
TN,Bradley,47011,7070,29761,38392
TN,Campbell,47013,2248,9860,12504
TN,Cannon,47015,1126,4006,5299
TN,Carroll,47017,2323,7731,10333
TN,Carter,47019,3453,16897,20993
TN,Cheatham,47021,3877,11295,15823
TN,Chester,47023,902,3827,4850
TN,Claiborne,47025,1831,8589,10706
TN,Clay,47027,707,2140,2919
TN,Cocke,47029,1980,9791,12108
TN,Coffee,47031,4741,14409,19895
TN,Crockett,47033,1302,3977,5386
TN,Cumberland,47035,5202,20410,26298
TN,Davidson,47037,148473,84365,246199
TN,Decatur,47039,894,3580,4577
TN,DeKalb,47041,1566,5164,6940
TN,Dickson,47043,4718,13213,18619
TN,Dyer,47045,2815,10175,13290
TN,Fayette,47047,5865,13046,19306
TN,Fentress,47049,1100,6032,7311
TN,Franklin,47051,4372,11526,16363
TN,Gibson,47053,5255,13779,19484
TN,Giles,47055,2915,7964,11120
TN,Grainger,47057,1154,6618,7985
TN,Greene,47059,4211,18538,23491
TN,Grundy,47061,998,3626,4750
TN,Hamblen,47063,4075,15839,20579
TN,Hamilton,47065,55260,78661,141088
TN,Hancock,47067,322,1842,2229
TN,Hardeman,47069,4174,4912,9242
TN,Hardin,47071,1622,8012,9949
TN,Hawkins,47073,3502,16611,20694
TN,Haywood,47075,3704,3010,6824
TN,Henderson,47077,1796,8118,10172
TN,Henry,47079,3061,9483,12887
TN,Hickman,47081,1823,5685,7762
TN,Houston,47083,865,2180,3165
TN,Humphreys,47085,1967,4928,7139
TN,Jackson,47087,1129,3229,4447
TN,Jefferson,47089,3490,14760,18994
TN,Johnson,47091,988,5400,6556
TN,Knox,47093,62861,105724,179266
TN,Lake,47095,577,1357,1970
TN,Lauderdale,47097,3656,4884,8678
TN,Lawrence,47099,2821,12419,15658
TN,Lewis,47101,890,3579,4601
TN,Lincoln,47103,2550,10375,13270
TN,Loudon,47105,4916,17588,23304
TN,McMinn,47107,3507,14673,18694
TN,McNairy,47109,1847,7839,10035
TN,Macon,47111,1071,6260,7490
TN,Madison,47113,15438,21321,37764
TN,Marion,47115,2829,7680,10832
TN,Marshall,47117,2848,8167,11402
TN,Maury,47119,10026,23781,35068
TN,Meigs,47121,856,3337,4311
TN,Monroe,47123,3184,13361,17050
TN,Montgomery,47125,21686,32320,57278
TN,Moore,47127,496,2325,2926
TN,Morgan,47129,1053,5429,6664
TN,Obion,47131,2425,9525,12223
TN,Overton,47133,1943,6055,8195
TN,Perry,47135,597,2167,2855
TN,Pickett,47137,536,2019,2609
TN,Polk,47139,1252,5097,6520
TN,Putnam,47141,6847,18981,26958
TN,Rhea,47143,1942,8650,10946
TN,Roane,47145,4833,15863,21580
TN,Robertson,47147,6634,19393,27042
TN,Rutherford,47149,36627,64428,106518
TN,Scott,47151,934,6044,7123
TN,Sequatchie,47153,1051,4434,5667
TN,Sevier,47155,6293,28610,36180
TN,Shelby,47157,206640,114948,331861
TN,Smith,47159,1688,5485,7410
TN,Stewart,47161,1222,3864,5283
TN,Sullivan,47163,11910,45577,59860
TN,Sumner,47165,18153,50105,71080
TN,Tipton,47167,5779,16893,23372
TN,Trousdale,47169,943,2099,3142
TN,Unicoi,47171,1260,5666,7166
TN,Union,47173,1010,5024,6204
TN,Van Buren,47175,539,1820,2417
TN,Warren,47177,3535,9535,13565
TN,Washington,47179,13003,34179,49411
TN,Wayne,47181,717,5034,5842
TN,Weakley,47183,2770,9001,12127
TN,White,47185,1842,7657,9776
TN,Williamson,47187,30992,68160,104700
TN,Wilson,47189,14356,39304,56286
TX,Anderson,48001,3358,13165,16887
TX,Andrews,48003,836,3925,4926
TX,Angelina,48005,7538,21666,29870
TX,Aransas,48007,2458,7730,10467
TX,Archer,48009,394,3785,4269
TX,Armstrong,48011,70,924,1017
TX,Atascosa,48013,4635,8598,13605
TX,Austin,48015,2319,9637,12255
TX,Bailey,48017,397,1343,1784
TX,Bandera,48019,1726,8159,10213
TX,Bastrop,48021,10555,16314,28250
TX,Baylor,48023,191,1267,1492
TX,Bee,48025,3443,4743,8458
TX,Bell,48027,37608,51780,93999
TX,Bexar,48029,319191,240161,586038
TX,Blanco,48031,1244,4212,5669
TX,Borden,48033,31,330,365
TX,Bosque,48035,1277,6325,7797
TX,Bowie,48037,8831,24913,34470
TX,Brazoria,48039,43075,72653,120296
TX,Brazos,48041,23041,38662,66036
TX,Brewster,48043,1869,2073,4226
TX,Briscoe,48045,91,625,734
TX,Brooks,48047,1937,613,2596
TX,Brown,48049,1621,12010,13949
TX,Burleson,48051,1491,5316,6945
TX,Burnet,48053,3785,14595,19046
TX,Caldwell,48055,4663,6516,11709
TX,Calhoun,48057,2118,4638,6957
TX,Callahan,48059,568,4858,5556
TX,Cameron,48061,59319,29432,91804
TX,Camp,48063,1260,3201,4542
TX,Carson,48065,249,2617,2945
TX,Cass,48067,2250,9182,11606
TX,Castro,48069,526,1413,1996
TX,Chambers,48071,2939,13278,16661
TX,Cherokee,48073,3466,12896,16701
TX,Childress,48075,253,1802,2084
TX,Clay,48077,536,4376,5011
TX,Cochran,48079,190,679,901
TX,Coke,48081,140,1265,1423
TX,Coleman,48083,387,3177,3635
TX,Collin,48085,139837,200395,356545
TX,Collingsworth,48087,145,983,1154
TX,Colorado,48089,1977,6323,8480
TX,Comal,48091,14166,44996,61567
TX,Comanche,48093,788,4300,5208
TX,Concho,48095,148,885,1067
TX,Cooke,48097,2345,13174,15894
TX,Coryell,48099,5057,12212,18127
TX,Cottle,48101,84,486,583
TX,Crane,48103,299,1047,1381
TX,Crockett,48105,372,980,1395
TX,Crosby,48107,468,1180,1712
TX,Culberson,48109,454,280,762
TX,Dallam,48111,222,1258,1535
TX,Dallas,48113,458845,261865,750649
TX,Dawson,48115,835,2636,3562
TX,Deaf Smith,48117,1185,2911,4201
TX,Delta,48119,400,1836,2279
TX,Denton,48121,110000,169175,293287
TX,DeWitt,48123,1161,5510,6822
TX,Dickens,48125,128,755,909
TX,Dimmit,48127,2173,974,3225
TX,Donley,48129,190,1225,1460
TX,Duval,48131,2783,1316,4159
TX,Eastland,48133,776,6008,6935
TX,Ector,48135,10225,24976,36373
TX,Edwards,48137,302,741,1065
TX,Ellis,48139,16197,44807,63064
TX,El Paso,48141,145509,54567,210458
TX,Erath,48143,2159,11205,13810
TX,Falls,48145,1682,3438,5232
TX,Fannin,48147,2123,9536,11972
TX,Fayette,48149,2127,8648,11029
TX,Fisher,48151,403,1265,1722
TX,Floyd,48153,435,1473,1958
TX,Foard,48155,113,383,511
TX,Fort Bend,48157,134475,117212,260367
TX,Franklin,48159,665,3583,4356
TX,Freestone,48161,1461,5995,7608
TX,Frio,48163,1401,1232,2683
TX,Gaines,48165,597,3907,4609
TX,Galveston,48167,45503,73566,123994
TX,Garza,48169,224,1223,1475
TX,Gillespie,48171,2286,10445,13123
TX,Glasscock,48173,34,553,602
TX,Goliad,48175,973,2618,3713
TX,Gonzales,48177,1567,4580,6304
TX,Gray,48179,699,6495,7360
TX,Grayson,48181,10276,35274,47068
TX,Gregg,48183,11623,28693,41365
TX,Grimes,48185,2194,7065,9528
TX,Guadalupe,48187,18308,36495,57220
TX,Hale,48189,2090,6347,8802
TX,Hall,48191,164,891,1089
TX,Hamilton,48193,479,3056,3609
TX,Hansford,48195,171,1730,1947
TX,Hardeman,48197,249,1207,1511
TX,Hardin,48199,2779,19600,22768
TX,Harris,48201,706471,544960,1302887
TX,Harrison,48203,7130,18712,26364
TX,Hartley,48205,172,1727,1945
TX,Haskell,48207,314,1403,1765
TX,Hays,48209,33117,33730,71524
TX,Hemphill,48211,181,1460,1687
TX,Henderson,48213,5649,23574,29855
TX,Hidalgo,48215,118739,48608,172990
TX,Hill,48217,2535,10075,12906
TX,Hockley,48219,1257,5793,7282
TX,Hood,48221,4001,21367,26120
TX,Hopkins,48223,2508,10704,13476
TX,Houston,48225,1978,6205,8302
TX,Howard,48227,1768,6635,8692
TX,Hudspeth,48229,324,503,871
TX,Hunt,48231,6301,23866,31185
TX,Hutchinson,48233,854,7039,8126
TX,Irion,48235,90,660,760
TX,Jack,48237,314,2973,3339
TX,Jackson,48239,904,4266,5275
TX,Jasper,48241,2582,10578,13351
TX,Jeff Davis,48243,422,694,1175
TX,Jefferson,48245,42404,42828,87363
TX,Jim Hogg,48247,1635,430,2119
TX,Jim Wells,48249,6688,5411,12346
TX,Johnson,48251,10976,44370,57270
TX,Jones,48253,935,4815,5932
TX,Karnes,48255,1144,2959,4185
TX,Kaufman,48257,10265,29537,40979
TX,Kendall,48259,3633,15663,19936
TX,Kenedy,48261,99,84,186
TX,Kent,48263,59,360,433
TX,Kerr,48265,4665,17658,23090
TX,Kimble,48267,206,1697,1945
TX,King,48269,5,149,159
TX,Kinney,48271,457,936,1424
TX,Kleberg,48273,4713,4364,9483
TX,Knox,48275,247,1078,1358
TX,Lamar,48277,3579,14546,18537
TX,Lamb,48279,770,3040,3905
TX,Lampasas,48281,1479,6371,8149
TX,La Salle,48283,1125,870,2049
TX,Lavaca,48285,1170,7339,8633
TX,Lee,48287,1372,4996,6522
TX,Leon,48289,909,6391,7407
TX,Liberty,48291,4851,18856,24155
TX,Limestone,48293,1748,5747,7648
TX,Lipscomb,48295,135,1159,1322
TX,Live Oak,48297,739,3450,4267
TX,Llano,48299,1825,8283,10377
TX,Loving,48301,4,57,64
TX,Lubbock,48303,27956,65566,98060
TX,Lynn,48305,403,1546,1997
TX,McCulloch,48307,480,2546,3086
TX,McLennan,48309,27046,48245,78255
TX,McMullen,48311,40,454,497
TX,Madison,48313,881,3349,4283
TX,Marion,48315,1156,2968,4206
TX,Martin,48317,266,1453,1755
TX,Mason,48319,353,1656,2053
TX,Matagorda,48321,3357,8147,11779
TX,Maverick,48323,10397,2816,13588
TX,Medina,48325,4624,12054,17187
TX,Menard,48327,153,681,860
TX,Midland,48329,9993,36896,48753
TX,Milam,48331,2042,6340,8607
TX,Mills,48333,242,1949,2238
TX,Mitchell,48335,353,1780,2190
TX,Montague,48337,885,7526,8604
TX,Montgomery,48339,45744,150188,203083
TX,Moore,48341,1096,3974,5262
TX,Morris,48343,1425,3443,4964
TX,Motley,48345,40,571,620
TX,Nacogdoches,48347,6822,14751,22430
TX,Navarro,48349,3998,11984,16382
TX,Newton,48351,978,2961,4010
TX,Nolan,48353,1029,3551,4744
TX,Nueces,48355,49102,50704,103958
TX,Ochiltree,48357,274,2628,2981
TX,Oldham,48359,78,850,945
TX,Orange,48361,5716,25385,31761
TX,Palo Pinto,48363,1700,8222,10175
TX,Panola,48365,1835,8445,10413
TX,Parker,48367,8329,46433,56413
TX,Parmer,48369,848,1911,2818
TX,Pecos,48371,1551,2463,4167
TX,Polk,48373,7123,26587,34444
TX,Potter,48375,7620,19499,28330
TX,Presidio,48377,1458,652,2203
TX,Rains,48379,619,3919,4630
TX,Randall,48381,8340,43379,53813
TX,Reagan,48383,167,709,900
TX,Real,48385,262,1382,1678
TX,Red River,48387,1148,3924,5147
TX,Reeves,48389,1659,1417,3184
TX,Refugio,48391,1034,1830,2945
TX,Roberts,48393,20,524,550
TX,Robertson,48395,2203,4665,7010
TX,Rockwall,48397,9633,28396,39529
TX,Runnels,48399,452,3241,3765
TX,Rusk,48401,3935,14675,18994
TX,Sabine,48403,614,3992,4642
TX,San Augustine,48405,907,2620,3563
TX,San Jacinto,48407,2034,8050,10305
TX,San Patricio,48409,7825,13004,21513
TX,San Saba,48411,293,2025,2354
TX,Schleicher,48413,209,819,1054
TX,Scurry,48415,733,4403,5261
TX,Shackelford,48417,103,1378,1502
TX,Shelby,48419,1757,7171,9072
TX,Sherman,48421,96,807,933
TX,Smith,48423,22128,58631,83161
TX,Somervell,48425,540,3206,3876
TX,Starr,48427,9246,2218,11691
TX,Stephens,48429,348,3033,3453
TX,Sterling,48431,70,549,633
TX,Stonewall,48433,135,555,701
TX,Sutton,48435,313,1075,1415
TX,Swisher,48437,462,1671,2190
TX,Tarrant,48439,288001,345683,662832
TX,Taylor,48441,10047,33172,45266
TX,Terrell,48443,140,287,437
TX,Terry,48445,424,1295,1763
TX,Throckmorton,48447,84,715,808
TX,Titus,48449,2538,6405,9176
TX,Tom Green,48451,9117,27376,38104
TX,Travis,48453,306475,126750,462511
TX,Trinity,48455,1154,4737,5982
TX,Tyler,48457,1243,6601,7969
TX,Upshur,48459,2378,13198,15918
TX,Upton,48461,284,961,1296
TX,Uvalde,48463,3863,4828,8936
TX,Val Verde,48465,6920,5856,13476
TX,Van Zandt,48467,2792,18436,21689
TX,Victoria,48469,8843,21253,31032
TX,Walker,48471,6085,12878,19683
TX,Waller,48473,5744,10525,16715
TX,Ward,48475,780,2541,3413
TX,Washington,48477,3381,10944,14747
TX,Webb,48479,42297,12946,56867
TX,Wharton,48481,4238,10149,14707
TX,Wheeler,48483,194,2087,2306
TX,Wichita,48485,8752,27609,37913
TX,Wilbarger,48487,807,3166,4101
TX,Willacy,48489,3416,1541,5082
TX,Williamson,48491,84252,104029,200524
TX,Wilson,48493,4790,13991,19255
TX,Winkler,48495,420,1403,1873
TX,Wise,48497,3412,20655,24661
TX,Wood,48499,2624,15681,18646
TX,Yoakum,48501,426,1797,2299
TX,Young,48503,873,6587,7658
TX,Zapata,48505,2056,1028,3134
TX,Zavala,48507,2633,692,3390
UT,Beaver,49001,264,1838,2490
UT,Box Elder,49003,1814,10324,16548
UT,Cache,49005,6705,16643,35879
UT,Carbon,49007,1696,5182,7818
UT,Daggett,49009,76,327,465
UT,Davis,49011,22575,46985,104661
UT,Duchesne,49013,500,5505,6932
UT,Emery,49015,379,3402,4263
UT,Garfield,49017,352,1577,2294
UT,Grand,49019,1932,1934,4456
UT,Iron,49021,2104,10025,15354
UT,Juab,49023,436,2759,4076
UT,Kane,49025,739,2248,3482
UT,Millard,49027,431,3860,5234
UT,Morgan,49029,572,3156,5136
UT,Piute,49031,31,537,617
UT,Rich,49033,104,786,1096
UT,Salt Lake,49035,154831,117901,361347
UT,San Juan,49037,1997,2635,5385
UT,Sanpete,49039,1026,6436,9778
UT,Sevier,49041,673,6455,8308
UT,Summit,49043,10251,7160,20133
UT,Tooele,49045,4015,9693,18905
UT,Uintah,49047,1002,9876,12883
UT,Utah,49049,24579,89755,174942
UT,Wasatch,49051,3063,6115,12120
UT,Washington,49053,9583,39566,57494
UT,Wayne,49055,271,959,1410
UT,Weber,49057,22187,38447,81451
VT,Addison,50001,11217,5297,17592
VT,Bennington,50003,9539,5925,16345
VT,Caledonia,50005,6445,5533,12966
VT,Chittenden,50007,54463,18298,77263
VT,Essex,50009,1019,1506,2706
VT,Franklin,50011,9351,8752,19373
VT,Grand Isle,50013,2094,1487,3778
VT,Lamoille,50015,7241,3570,11641
VT,Orange,50017,7522,4997,13464
VT,Orleans,50019,5181,5158,10988
VT,Rutland,50021,13629,12471,27660
VT,Washington,50023,18594,7993,28654
VT,Windham,50025,14340,5462,21151
VT,Windsor,50027,17544,8604,27832
VA,Accomack,51001,6737,8582,15755
VA,Albemarle,51003,33297,19232,56134
VA,Alleghany,51005,2165,4873,7306
VA,Amelia,51007,2150,4704,7035
VA,Amherst,51009,4986,9643,15164
VA,Appomattox,51011,2023,5714,7954
VA,Arlington,51013,91879,20155,119344
VA,Augusta,51015,8108,26152,36661
VA,Bath,51017,603,1548,2243
VA,Bedford,51019,9733,30578,42186
VA,Bland,51021,453,2572,3124
VA,Botetourt,51023,4492,13369,18641
VA,Brunswick,51025,4473,3045,7645
VA,Buchanan,51027,1721,7292,9220
VA,Buckingham,51029,3128,3969,7284
VA,Campbell,51031,6597,19442,27218
VA,Caroline,51033,6425,7143,14189
VA,Carroll,51035,2557,10653,13587
VA,Charles City,51036,2244,1381,3745
VA,Charlotte,51037,2153,3479,5792
VA,Chesterfield,51041,80993,84938,175288
VA,Clarke,51043,3047,4657,8131
VA,Craig,51045,541,2139,2784
VA,Culpeper,51047,7744,13341,22087
VA,Cumberland,51049,2032,2693,4875
VA,Dickenson,51051,1335,4932,6405
VA,Dinwiddie,51053,5765,7447,13533
VA,Essex,51057,2541,2657,5354
VA,Fairfax,51059,354485,157837,542858
VA,Fauquier,51061,12960,22110,37124
VA,Floyd,51063,2300,5289,7972
VA,Fluvanna,51065,5751,7018,13492
VA,Franklin,51067,7254,18560,26805
VA,Frederick,51069,11920,26069,40133
VA,Giles,51071,1949,5930,8196
VA,Gloucester,51073,5399,13087,19524
VA,Goochland,51075,4884,8374,13930
VA,Grayson,51077,1407,5593,7258
VA,Greene,51079,2923,5943,9503
VA,Greensville,51081,2558,1737,4363
VA,Halifax,51083,6890,9698,16946
VA,Hanover,51085,19360,39592,62313
VA,Henrico,51087,93615,59674,161966
VA,Henry,51089,8199,15207,24029
VA,Highland,51091,371,958,1391
VA,Isle of Wight,51093,7673,11971,20481
VA,James City,51095,19091,21284,42737
VA,King and Queen,51097,1451,2059,3615
VA,King George,51099,4002,7338,11967
VA,King William,51101,2752,5963,9088
VA,Lancaster,51103,2862,3520,6599
VA,Lee,51105,1627,7542,9353
VA,Loudoun,51107,99909,69633,180265
VA,Louisa,51109,6208,10507,17507
VA,Lunenburg,51111,2226,3206,5577
VA,Madison,51113,2202,4418,6934
VA,Mathews,51115,1563,3515,5292
VA,Mecklenburg,51117,6571,8283,15177
VA,Middlesex,51119,2107,3668,5994
VA,Montgomery,51121,20015,19455,42695
VA,Nelson,51125,3677,4150,8247
VA,New Kent,51127,3545,8117,12163
VA,Northampton,51131,3255,2686,6134
VA,Northumberland,51133,2830,5089,8176
VA,Nottoway,51135,2829,3712,6717
VA,Orange,51137,5955,10511,17157
VA,Page,51139,2514,7824,10663
VA,Patrick,51141,1768,6454,8489
VA,Pittsylvania,51143,9195,21742,31687
VA,Powhatan,51145,4057,11875,16794
VA,Prince Edward,51147,4590,4099,9113
VA,Prince George,51149,6419,9157,16140
VA,Prince William,51153,83093,54065,144854
VA,Pulaski,51155,4170,10314,15112
VA,Rappahannock,51157,1741,2532,4444
VA,Richmond,51159,1347,2213,3651
VA,Roanoke,51161,16787,30857,50149
VA,Rockbridge,51163,3506,6671,10685
VA,Rockingham,51165,9361,25269,36536
VA,Russell,51167,2328,9516,12195
VA,Scott,51169,1579,8242,10055
VA,Shenandoah,51171,5269,14078,20335
VA,Smyth,51173,2661,9747,12825
VA,Southampton,51175,3595,5035,8872
VA,Spotsylvania,51177,24204,34619,62083
VA,Stafford,51179,27879,33840,65350
VA,Surry,51181,2069,1785,3976
VA,Sussex,51183,2874,2055,5036
VA,Tazewell,51185,2895,15160,18495
VA,Warren,51187,5165,11762,17791
VA,Washington,51191,5548,19309,25715
VA,Westmoreland,51193,3723,4331,8291
VA,Wise,51195,2687,11983,14991
VA,Wythe,51197,2765,10044,13250
VA,York,51199,12989,18823,34062
VA,Alexandria city,51510,57147,13241,74384
VA,Bristol city,51520,1832,4884,6966
VA,Buena Vista city,51530,693,1432,2395
VA,Charlottesville city,51540,17865,2951,22211
VA,Chesapeake city,51550,52554,53988,111827
VA,Colonial Heights city,51570,2367,5681,8427
VA,Covington city,51580,914,1349,2369
VA,Danville city,51590,11051,7306,18862
VA,Emporia city,51595,1531,792,2367
VA,Fairfax city,51600,7363,3695,11854
VA,Falls Church city,51610,5810,1323,7667
VA,Franklin city,51620,2516,1421,4040
VA,Fredericksburg city,51630,6690,3731,11135
VA,Galax city,51640,680,1603,2363
VA,Hampton city,51650,41030,17802,61489
VA,Harrisonburg city,51660,10100,6232,17693
VA,Hopewell city,51670,4722,3885,8968
VA,Lexington city,51678,1514,766,2448
VA,Lynchburg city,51680,14787,17979,35349
VA,Manassas city,51683,8395,5934,15210
VA,Manassas Park city,51685,3218,1732,5214
VA,Martinsville city,51690,3531,2149,5873
VA,Newport News city,51700,40997,23650,68432
VA,Norfolk city,51710,51429,19875,75172
VA,Norton city,51720,383,1021,1456
VA,Petersburg city,51730,12005,1448,13717
VA,Poquoson city,51735,1599,5089,7114
VA,Portsmouth city,51740,28462,12773,43000
VA,Radford city,51750,2923,2637,6032
VA,Richmond city,51760,74640,14254,94724
VA,Roanoke city,51770,23403,16045,41728
VA,Salem city,51775,4212,7225,12129
VA,Staunton city,51790,5329,5129,11144
VA,Suffolk city,51800,23012,17206,41929
VA,Virginia Beach city,51810,76744,84389,171876
VA,Waynesboro city,51820,3762,4798,9114
VA,Williamsburg city,51830,5199,1921,7534
VA,Winchester city,51840,5161,4786,10574
WA,Adams,53001,1118,2740,4081
WA,Asotin,53003,3118,5712,9684
WA,Benton,53005,25173,45594,76907
WA,Chelan,53007,10770,15070,27415
WA,Clallam,53009,15154,15685,32985
WA,Clark,53011,90697,90590,195784
WA,Columbia,53013,523,1491,2171
WA,Cowlitz,53015,17842,24066,45485
WA,Douglas,53017,3600,7208,11467
WA,Ferry,53019,1091,2178,3560
WA,Franklin,53021,7839,11358,20584
WA,Garfield,53023,276,841,1232
WA,Grant,53025,7768,18482,28260
WA,Grays Harbor,53027,11378,13269,26736
WA,Island,53029,20766,18259,42425
WA,Jefferson,53031,12556,5986,20100
WA,King,53033,657149,197781,910823
WA,Kitsap,53035,60561,46762,118625
WA,Kittitas,53037,7190,9845,18334
WA,Klickitat,53039,3781,5390,9859
WA,Lewis,53041,7236,16273,24995
WA,Lincoln,53043,1238,4095,5692
WA,Mason,53045,11872,13539,27767
WA,Okanogan,53047,3980,6305,10893
WA,Pacific,53049,4597,5338,10667
WA,Pend Oreille,53051,1932,4364,6788
WA,Pierce,53053,160306,136046,322592
WA,San Juan,53055,7053,2651,10589
WA,Skagit,53057,26076,24330,54831
WA,Skamania,53059,2207,2910,5587
WA,Snohomish,53061,167943,116433,309496
WA,Spokane,53063,86590,103846,208081
WA,Stevens,53065,4348,11059,16438
WA,Thurston,53067,65015,46219,122301
WA,Wahkiakum,53069,824,1328,2333
WA,Walla Walla,53071,7550,10775,19718
WA,Whatcom,53073,59402,40247,108223
WA,Whitman,53075,5521,5462,12128
WA,Yakima,53077,28484,39593,72306
WV,Barbour,54001,1213,4509,6024
WV,Berkeley,54003,12287,28210,42770
WV,Boone,54005,1783,6483,8654
WV,Braxton,54007,1315,3516,5063
WV,Brooke,54009,2549,6574,9540
WV,Cabell,54011,11306,19648,32701
WV,Calhoun,54013,456,2023,2604
WV,Clay,54015,566,2289,2958
WV,Doddridge,54017,360,2347,2826
WV,Fayette,54019,4246,10263,15187
WV,Gilmer,54021,537,1889,2528
WV,Grant,54023,510,4338,4945
WV,Greenbrier,54025,3743,9499,13984
WV,Hampshire,54027,1576,6646,8557
WV,Hancock,54029,3247,8870,12642
WV,Hardy,54031,1249,4544,6022
WV,Harrison,54033,7675,18687,27868
WV,Jackson,54035,2648,8959,12108
WV,Jefferson,54037,9458,13144,24007
WV,Kanawha,54039,27985,43464,74996
WV,Lewis,54041,1336,5245,6885
WV,Lincoln,54043,1435,5257,6988
WV,Logan,54045,2082,9866,12315
WV,McDowell,54047,1429,4614,6179
WV,Marion,54049,6926,14592,22910
WV,Marshall,54051,2894,9565,13083
WV,Mason,54053,2069,7597,10115
WV,Mercer,54055,4689,17362,22919
WV,Mineral,54057,2019,8957,11410
WV,Mingo,54059,1365,7876,9469
WV,Monongalia,54061,14568,18278,35733
WV,Monroe,54063,1089,4337,5670
WV,Morgan,54065,1568,5718,7635
WV,Nicholas,54067,1821,7169,9385
WV,Ohio,54069,5452,11077,17819
WV,Pendleton,54071,726,2388,3212
WV,Pleasants,54073,620,2342,3130
WV,Pocahontas,54075,924,2474,3619
WV,Preston,54077,2462,9501,12611
WV,Putnam,54079,5784,17455,24443
WV,Raleigh,54081,6362,21835,29311
WV,Randolph,54083,2724,7583,10816
WV,Ritchie,54085,490,3376,4040
WV,Roane,54087,1220,3772,5234
WV,Summers,54089,1186,3444,4847
WV,Taylor,54091,1483,4701,6498
WV,Tucker,54093,750,2557,3464
WV,Tyler,54095,505,2967,3621
WV,Upshur,54097,1763,6971,9180
WV,Wayne,54099,3334,11077,15080
WV,Webster,54101,554,2284,2955
WV,Wetzel,54103,1348,4461,6191
WV,Wirt,54105,383,1903,2410
WV,Wood,54107,8327,25168,35256
WV,Wyoming,54109,1061,6527,7809
WI,Adams,55001,3780,5983,10107
WI,Ashland,55003,4136,3428,7926
WI,Barron,55005,7881,13595,22514
WI,Bayfield,55007,4953,4125,9491
WI,Brown,55009,53358,67192,127497
